"","OccurrenceID","GUID","Herbarium","Collection","Dataset","Accession","Catalog","Barcode","Other.Catalog.Numbers","Information.Withheld","Basis.of.Record","Family","Accepted.Name","Scientific.Name","Notho.Genus","Genus","Notho.Species","Specific.Epithet","Specific.Authors","Infraspecific.Rank","Notho.Infraspecies","Infraspecific.Epithet","Infraspecific.Authors","Hybrid.Symbol","X2nd.Notho.Genus","X2nd.Genus","X2nd.Notho.Species","X2nd.Specific.Epithet","X2nd.Specific.Authors","X2nd.Infraspecific.Rank","X2nd.Notho.Infraspecies","X2nd.Infraspecific.Epithet","X2nd.Infraspecific.Authors","Cultivar","Name.Qualifier","Qualifier.Position","Type.Specimen.","Type.Status","Specimen.Notes","Phenology","Origin","Cultivated.","Imaged.","Site.Number","Collector","Collector.Number","Other.Collectors","Day.Collected","Month.Collected","Year.Collected","Verbatim.Collection.Date","Country","State.or.Province","County","Locality","Site.Description","Verbatim.Elevation","Minimum.Elevation.in.Meters","Maximum.Elevation.in.Meters","Verbatim.Coordinates","Decimal.Latitude","Decimal.Longitude","Valid.LatLng","Geodetic.Datum","Coordinate.Uncertainty.in.Meters","Georeferenced.By","Georeference.Sources","Georeference.Remarks"
"37",1533523,"","UBC","Fungi",NA,"F20060","","","","","PreservedSpecimen","Inocybaceae","Inocybe kauffmanii","Inocybe kauffmanii",NA,"Inocybe","","kauffmanii",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ectomycorrhizal.","","","N","N",NA,"Oluna Ceska","2091011-009","",10,11,2009,"2009 Nov 10","Canada","British Columbia","","Texada Island, Davie Bay. along the Trail to the Limestone Cliffs, Mixed Coniferous Forest With Pseudotsuga Menziesii, Tsuga Heterophylla, Thuja Plicata/Acer Macrophyllum, Arbutus Menziesii.","Along the trail to limestone cliffs @ 49°36` 127°22` mixed forest (Doug-fir/ Thuja pla./ Tsuga het./ Acer m./ Arbutus m.)","70 m",70,NA,"","49.6",-124.4,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"38",1533524,"","UBC","Fungi",NA,"F20061","","","","","PreservedSpecimen","Inocybaceae","","Inocybe leiocephala",NA,"Inocybe","","leiocephala",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ectomycorrhizal.","","","N","N",NA,"Oluna Ceska","2091011-010","",10,11,2009,"2009 Nov 10","Canada","British Columbia","","[Locality and coordinates withheld]","Along the trail to limestone cliffs @ 49°36` 127°22` mixed forest (Doug-fir/ Thuja pla./ Tsuga het./ Acer m./ Arbutus m.)","70 m",70,NA,"","",NA,"","","","","",""
"39",1533525,"","UBC","Fungi",NA,"F20062","","","","","PreservedSpecimen","Inocybaceae","","Inocybe leiocephala",NA,"Inocybe","","leiocephala",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ectomycorrhizal.","","","N","N",NA,"Oluna Ceska","2091011-011","",10,11,2009,"2009 Nov 10","Canada","British Columbia","","[Locality and coordinates withheld]","Along the trail to limestone cliffs @ 49°36` 127°22` mixed forest (Doug-fir/ Thuja pla./ Tsuga het./ Acer m./ Arbutus m.) in moss.","70 m",70,NA,"","",NA,"","","","","",""
"40",1533526,"","UBC","Fungi",NA,"F20063","","","","","PreservedSpecimen","Inocybaceae","Inocybe mixtilis","Inocybe mixtilis",NA,"Inocybe","","mixtilis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ectomycorrhizal.","","","N","N",NA,"Oluna Ceska","2091011-012","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","Texada Island, Davie Bay. along the Trail to the Limestone Cliffs, Mixed Coniferous Forest With Pseudotsuga Menziesii, Tsuga Heterophylla, Thuja Plicata/Acer Macrophyllum, Arbutus Menziesii.","Along the trail to limestone cliffs @ 49°36` 127°22` mixed forest (Doug-fir/ Thuja pla./ Tsuga het./ Acer m./ Arbutus m.)","70 m",70,NA,"","49.6",-124.4,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"41",1533527,"","UBC","Fungi",NA,"F20064","","","","","PreservedSpecimen","Inocybaceae","Inocybe mixtilis","Inocybe mixtilis",NA,"Inocybe","","mixtilis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ectomycorrhizal.","","","N","N",NA,"Oluna Ceska","2091011-013","",10,11,2009,"2009 Nov 10","Canada","British Columbia","","Texada Island, Davie Bay. along the Trail to the Limestone Cliffs, Mixed Coniferous Forest With Pseudotsuga Menziesii, Tsuga Heterophylla, Thuja Plicata/Acer Macrophyllum, Arbutus Menziesii.","Along the trail to limestone cliffs @ 49°36` 127°22` mixed forest (Doug-fir/ Thuja pla./ Tsuga het./ Acer m./ Arbutus m.)","70 m",70,NA,"","49.6",-124.4,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"42",1533528,"","UBC","Fungi",NA,"F20065","","","","","PreservedSpecimen","Inocybaceae","Inocybe nitidiuscula","Inocybe nitidiuscula",NA,"Inocybe","","nitidiuscula",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ectomycorrhizal.","","","N","N",NA,"Oluna Ceska","2091011-014","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","Texada Island, Davie Bay. along the Trail to the Limestone Cliffs, Mixed Coniferous Forest With Pseudotsuga Menziesii, Tsuga Heterophylla, Thuja Plicata/Acer Macrophyllum, Arbutus Menziesii.","Along the trail to limestone cliffs @ 49°36` 127°22` mixed forest (Doug-fir/ Thuja pla./ Tsuga het./ Acer m./ Arbutus m.)","70 m",70,NA,"","49.6",-124.4,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"43",1533529,"","UBC","Fungi",NA,"F20066","","","","","PreservedSpecimen","Inocybaceae","Inocybe pusio","Inocybe pusio",NA,"Inocybe","","pusio",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ectomycorrhizal.","","","N","N",NA,"Oluna Ceska","2091011-015","",10,11,2009,"2009 Nov 10","Canada","British Columbia","","Texada Island, Davie Bay. along the Trail to the Limestone Cliffs, Mixed Coniferous Forest With Pseudotsuga Menziesii, Tsuga Heterophylla, Thuja Plicata/Acer Macrophyllum, Arbutus Menziesii.","Along the trail to limestone cliffs @ 49°36` 127°22` mixed forest (Doug-fir/ Thuja pla./ Tsuga het./ Acer m./ Arbutus m.)","70 m",70,NA,"","49.6",-124.4,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"44",1533530,"","UBC","Fungi",NA,"F20067","","","","","PreservedSpecimen","Inocybaceae","Inocybe subcarpta","Inocybe subcarpta",NA,"Inocybe","","subcarpta",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ectomycorrhizal.","","","N","N",NA,"Oluna Ceska","2091011-016","",10,11,2009,"2009 Nov 10","Canada","British Columbia","","Texada Island, Davie Bay. along the Trail to the Limestone Cliffs, Mixed Coniferous Forest With Pseudotsuga Menziesii, Tsuga Heterophylla, Thuja Plicata/Acer Macrophyllum, Arbutus Menziesii.","Along the trail to limestone cliffs @ 49°36` 127°22` mixed forest (Doug-fir/ Thuja pla./ Tsuga het./ Acer m./ Arbutus m.) on rotten wood.","70 m",70,NA,"","49.6",-124.4,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"45",1533531,"","UBC","Fungi",NA,"F20068","","","","","PreservedSpecimen","Cortinariaceae","Cortinarius vernus","Cortinarius vernus",NA,"Cortinarius","","vernus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"?","an","N",NA,"Ectomycorrhizal.","","","N","N",NA,"Oluna Ceska","2091011-017","",10,11,2009,"2009 Nov 10","Canada","British Columbia","","Texada Island, Davie Bay. along the Trail to the Limestone Cliffs, Mixed Coniferous Forest With Pseudotsuga Menziesii, Tsuga Heterophylla, Thuja Plicata/Acer Macrophyllum, Arbutus Menziesii.","Along the trail to limestone cliffs @ 49°36` 127°22` mixed forest (Doug-fir/ Thuja pla./ Tsuga het./ Acer m./ Arbutus m.)","70 m",70,NA,"","49.6",-124.4,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"46",1533803,"","UBC","Fungi",NA,"F20342","","","","","PreservedSpecimen","Cortinariaceae","Cortinarius","Cortinarius",NA,"Cortinarius","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","2091011-17A","",11,10,2009,"2009 Oct 11","Canada","British Columbia","","Texada Island, Davie Bay. along the Trail to the Limestone Cliffs.","Mixed coniferous forest with Pseudotsuga menziesii, Tsuga heterophylla, Thuja plicata/Acer macrophyllum, Arbutus menziesii.","",NA,NA,"","49.6",-124.4,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"47",2702329,"","UBC","Fungi",NA,"F27012","","","","","PreservedSpecimen","Strophariaceae","Gymnopilus luteofolius","Gymnopilus luteofolius",NA,"Gymnopilus","","luteofolius",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Together with Leucoagaricus naucinus.","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","Texada Island, in the garden,.","Host: on pile of sawdust.","",NA,NA,"","49.6887",-124.501,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"48",2702403,"","UBC","Fungi",NA,"F27024","","","","","PreservedSpecimen","Russulaceae","Russula pelargonia","Russula pelargonia",NA,"Russula","","pelargonia",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","Texada Island, Davie Bay, along the forest road.","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata)","",NA,NA,"","49.7251",-124.611,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"49",2703184,"","UBC","Fungi",NA,"F27010","","","","","PreservedSpecimen","Gomphidiaceae","Chroogomphus ochraceus","Chroogomphus ochraceus",NA,"Chroogomphus","","ochraceus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","Else Vellinga, Ian Gibson, Kevin Trim",10,10,2009,"2009 Oct 10","Canada","British Columbia","","Texada Island, Davie Bay, along the forest road.","Pinus contorta forest with dense Vaccinium ovatum.","",NA,NA,"","49.7251",-124.611,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"50",2703185,"","UBC","Fungi",NA,"F27011","","","","","PreservedSpecimen","Clavariaceae","Clavulinopsis laeticolor","Clavulinopsis laeticolor",NA,"Clavulinopsis","","laeticolor",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","Texada Island, Davie Bay, along the forest road.","Mixed forest with Pseudotsuga menziesii, Arbutus menziesii, Quercus garryana, Thuja plicata. Host: in duff","",NA,NA,"","49.7251",-124.611,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"51",2703186,"","UBC","Fungi",NA,"F27013","","","","","PreservedSpecimen","Strophariaceae","","Hebeloma hiemale",NA,"Hebeloma","","hiemale",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","[Locality and coordinates withheld]","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata)","",NA,NA,"","",NA,"","","","","",""
"52",2703187,"","UBC","Fungi",NA,"F27014","","","","","PreservedSpecimen","Strophariaceae","","Hebeloma lutense",NA,"Hebeloma","","lutense",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","[Locality and coordinates withheld]","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata)","",NA,NA,"","",NA,"","","","","",""
"53",2703188,"","UBC","Fungi",NA,"F27015","","","","","PreservedSpecimen","Hydnaceae","","Hydnum rimosum",NA,"Hydnum","","rimosum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","[Locality and coordinates withheld]","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata)","",NA,NA,"","",NA,"","","","","",""
"54",2703189,"","UBC","Fungi",NA,"F27016","","","","","PreservedSpecimen","Marasmiaceae","Hydropus marginellus","Hydropus marginellus",NA,"Hydropus","","marginellus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","Texada Island, Davie Bay, along the forest road.","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata)","",NA,NA,"","49.7251",-124.611,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"55",2703190,"","UBC","Fungi",NA,"F27017","","","","","PreservedSpecimen","Hygrophoraceae","","Hygrocybe persistens",NA,"Hygrocybe","","persistens",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","[Locality and coordinates withheld]","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata)","",NA,NA,"","",NA,"","","","","",""
"56",2703191,"","UBC","Fungi",NA,"F27018","","","","","PreservedSpecimen","Agaricaceae","Lepiota castanea","Lepiota castanea",NA,"Lepiota","","castanea",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","Texada Island, Davie Bay, along the forest road.","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata)","",NA,NA,"","49.7251",-124.611,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"57",2703192,"","UBC","Fungi",NA,"F27019","","","","","PreservedSpecimen","Agaricaceae","","Lepiota echinacea",NA,"Lepiota","","echinacea",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","[Locality and coordinates withheld]","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata)","",NA,NA,"","",NA,"","","","","",""
"58",2703193,"","UBC","Fungi",NA,"F27020","","","","","PreservedSpecimen","Tricholomataceae","","Melanoleuca brevipes",NA,"Melanoleuca","","brevipes",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","[Locality and coordinates withheld]","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata)","",NA,NA,"","",NA,"","","","","",""
"59",2703194,"","UBC","Fungi",NA,"F27025","","","","","PreservedSpecimen","Russulaceae","Russula sanguinaria","Russula sanguinaria",NA,"Russula","","sanguinaria",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","Texada Island, Davie Bay, along the forest road.","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata)","",NA,NA,"","49.7251",-124.611,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"60",2703195,"","UBC","Fungi",NA,"F27021","","","","","PreservedSpecimen","Pluteaceae","","Pluteus pouzarianus",NA,"Pluteus","","pouzarianus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","[Locality and coordinates withheld]","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata)","",NA,NA,"","",NA,"","","","","",""
"61",2703196,"","UBC","Fungi",NA,"F27022","","","","","PreservedSpecimen","Psathyrellaceae","Psathyrella prona","Psathyrella prona",NA,"Psathyrella","","prona",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","Texada Island, Davie Bay, along the forest road.","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata)","",NA,NA,"","49.7251",-124.611,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"62",2703197,"","UBC","Fungi",NA,"F27023","","","","","PreservedSpecimen","Rhizopogonaceae","Rhizopogon vulgaris","Rhizopogon vulgaris",NA,"Rhizopogon","","vulgaris",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","Texada Island, Davie Bay, along the forest road.","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata)","",NA,NA,"","49.7251",-124.611,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"63",2703198,"","UBC","Fungi",NA,"F27026","","","","","PreservedSpecimen","Russulaceae","Russula veternosa","Russula veternosa",NA,"Russula","","veternosa",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","Texada Island, Davie Bay, along the forest road.","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata)","",NA,NA,"","49.7251",-124.611,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"64",2703199,"","UBC","Fungi",NA,"F27028","","","","","PreservedSpecimen","Suillaceae","Suillus sibiricus","Suillus sibiricus",NA,"Suillus","","sibiricus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","Texada Island, Davie Bay, along the forest road.","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata) Host: under Pinus monticola","",NA,NA,"","49.7251",-124.611,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"65",2703200,"","UBC","Fungi",NA,"F27029","","","","","PreservedSpecimen","Tricholomataceae","Tricholoma saponaceum","Tricholoma saponaceum",NA,"Tricholoma","","saponaceum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","Texada Island, Davie Bay, along the forest road.","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata)","",NA,NA,"","49.7251",-124.611,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"66",2703201,"","UBC","Fungi",NA,"F27030","","","","","PreservedSpecimen","Tricholomataceae","Tricholoma vaccinum","Tricholoma vaccinum",NA,"Tricholoma","","vaccinum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","Texada Island, Davie Bay, along the forest road.","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata)","",NA,NA,"","49.7251",-124.611,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"67",2703202,"","UBC","Fungi",NA,"F27027","","","","","PreservedSpecimen","Physalacriaceae","Strobilurus albipilatus","Strobilurus albipilatus",NA,"Strobilurus","","albipilatus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oluna Ceska","","",10,10,2009,"2009 Oct 10","Canada","British Columbia","","Texada Island, Davie Bay, trail to the caves.","Mixed forest (Pseudotsuga menziesii, Tsuga heterophylla, Pnis monticola, Acer macrophyllum, Thuja plicata)","",NA,NA,"","49.7251",-124.611,"Y","unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"68",860698,"RBCM:Botany:V202428","V","Vascular Plants",NA,"","V202428","","","[locality and coordinates withheld; status in British Columbia: S3 (Rare, Blue List; BCCDC)]","PreservedSpecimen","Cupressaceae","Juniperus scopulorum","Juniperus maritima",NA,"Juniperus","","maritima",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Blue.","","","N","N",NA,"Kendrick Marr","KM7404","",16,5,2008,"16/05/2008","Canada","British Columbia","Gulf Islands","[Locality and coordinates withheld]","","5 m",5,NA,"","",NA,"","","","","",""
"69",1141226,"","UBC","Vascular Plants",NA,"V225590","","","","[locality and coordinates withheld; status in British Columbia: S1 (Critically Imperiled, Red List; BCCDC)]","PreservedSpecimen","Dryopteridaceae","Polystichum californicum","Polystichum californicum",NA,"Polystichum","","californicum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"A single plant found in 2007 by Terry Ludwar.","","","N","Y",NA,"Adolf Ceska","34986","Oldriska Ceska;  Terry Ludwar;  John Dove;  James Mack",19,5,2008,"2008 May 19","Canada","British Columbia","","[Locality and coordinates withheld]","On the vertical rock basaltic (Karmutsen Formation), about 2 miles above the base of the coastal cliff.","",NA,NA,"","",NA,"","","","","",""
"70",1530684,"","UBC","Fungi",NA,"F16333","","","","","PreservedSpecimen","Cortinariaceae","","Cortinarius cedriolens",NA,"Cortinarius","","cedriolens",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Cap to 2.5 cm, golden orange drying. Stipe to 5.5 X0.5 cm. wider at base. Veil formin belt, white fibrillose-orange tinge below the belt. Smell: cedar wood.","","","N","N",NA,"Oluna Ceska","OC11","",19,5,2008,"2008 May 19","Canada","British Columbia","","[Locality and coordinates withheld]","Mixed forest (doug fir, Pinus contorta, Vaccinium ovatum)","",NA,NA,"","",NA,"","","","","",""
