scientificName,scientificNameAuthorship,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,hybrid,variety,provincial_status,national_status,global_status,linkName,linkTaxonID,provincial_status_norm,national_status_clean,national_status_norm,national_status_check,bc_list,residencyStatus,residencyStatusCheck,iNaturalistTaxonId,iNaturalistTaxonName,infraorder,genus,species,subspecies,nameStatus
Gloiocladia fryeana,,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Rhodymeniales,,,Faucheaceae,,,,,,,,Gloiocladia fryeana,865801,NA,,NA,FALSE,NA,NA,NA,865801,Gloiocladia fryeana,,Gloiocladia,fryeana,,accepted
Glycinde picta,,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Glyceriformia,,Goniadidae,,,,,,,,Glycinde picta,339270,NA,,NA,FALSE,NA,NA,NA,339270,Glycinde picta,,Glycinde,picta,,accepted
Golfingia margaritacea,,Animalia,Sipuncula,,,Sipunculidea,,,Golfingiiformes,,,Golfingiidae,,,,,,,,Golfingia margaritacea,0,NA,,NA,FALSE,NA,NA,NA,0,,,,,,unknown
Goniada brunnea,,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Glyceriformia,,Goniadidae,,,,,,,,Goniada brunnea,339269,NA,,NA,FALSE,NA,NA,NA,339269,Goniada brunnea,,Goniada,brunnea,,accepted
Gracilaria pacifica,,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Gracilariales,,,Gracilariaceae,,,,,,,,Gracilaria pacifica,497324,NA,,NA,FALSE,NA,NA,NA,497324,Gracilaria pacifica,,Gracilaria,pacifica,,accepted
Grandidierella japonica,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Aoroidea,Aoridae,,,,,,,,Grandidierella japonica,209039,NA,,NA,FALSE,NA,NA,NA,209039,Grandidierella japonica,Corophiida,Grandidierella,japonica,,accepted
Griffithsia pacifica,,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Wrangeliaceae,,Griffithsieae,,,,,,Griffithsia pacifica,326993,NA,,NA,FALSE,NA,NA,NA,326993,Griffithsia pacifica,,Griffithsia,pacifica,,accepted
Grimmia nivalis,,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,,,,,,Grimmia nivalis,1152922,NA,,NA,FALSE,NA,NA,NA,1152922,Grimmia nivalis,,Grimmia,nivalis,,accepted
Haligena elaterophora,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Microascales,,,Halosphaeriaceae,,,,,,,,Haligena elaterophora,1223101,NA,,NA,FALSE,NA,NA,NA,1223101,Haligena elaterophora,,Haligena,elaterophora,,accepted
Halokirschsteiniothelia maritima,,Fungi,Ascomycota,Pezizomycotina,,Dothideomycetes,Pleosporomycetidae,,Mytilinidiales,,,Mytilinidiaceae,,,,,,,,Halokirschsteiniothelia maritima,1362443,NA,,NA,FALSE,NA,NA,NA,1362443,Halokirschsteiniothelia maritima,,Halokirschsteiniothelia,maritima,,accepted
Harpiniopsis fulgens,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Amphilochidea,Haustorioidea,Phoxocephalidae,Harpiniinae,,,,,,,Harpiniopsis fulgens,295582,NA,,NA,FALSE,NA,NA,NA,295582,Harpiniopsis fulgens,Lysianassida,Harpiniopsis,fulgens,,accepted
Heriades carinata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Osmiini,,,,,,Heriades carinata,203204,NA,,NA,FALSE,NA,NA,NA,203204,Heriades carinata,Aculeata,Heriades,carinata,,accepted
Hesperodiaptomus shoshone,,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,Diaptomidae,,,,,,,,Hesperodiaptomus shoshone,221244,NA,,NA,FALSE,NA,NA,NA,221244,Hesperodiaptomus shoshone,,Hesperodiaptomus,shoshone,,accepted
Heterarthrus vagans,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Heterarthrinae,Heterarthrini,,,,,,Heterarthrus vagans,793601,NA,,NA,FALSE,NA,NA,NA,793601,Heterarthrus vagans,,Heterarthrus,vagans,,accepted
Heterosiphonia densiuscula,,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,Heterosiphonioideae,,,,,,,Heterosiphonia densiuscula,1511669,NA,,NA,FALSE,NA,NA,NA,1511669,Heterosiphonia densiuscula,,Heterosiphonia,densiuscula,,accepted
Heuchera cylindrica,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,,,,,,Heuchera cylindrica,77403,NA,,NA,FALSE,NA,NA,NA,77403,Heuchera cylindrica,,Heuchera,cylindrica,,accepted
Hiatella arctica,,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Adapedonta,,Hiatelloidea,Hiatellidae,,,,,,,,Hiatella arctica,117617,NA,,NA,FALSE,NA,NA,NA,117617,Hiatella arctica,,Hiatella,arctica,,accepted
Hippasteria californica,,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Goniasteridae,Hippasterinae,,,,,,,Hippasteria californica,293170,NA,,NA,FALSE,NA,NA,NA,293170,Hippasteria californica,,Hippasteria,californica,,accepted
Hollenbergia subulata,,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,Ceramioideae,Antithamnieae,,,,,,Hollenbergia subulata,504862,NA,,NA,FALSE,NA,NA,NA,504862,Hollenbergia subulata,,Hollenbergia,subulata,,accepted
Holopedium gibberum,,Animalia,Arthropoda,Crustacea,,Branchiopoda,Phyllopoda,Diplostraca,Ctenopoda,,,Holopediidae,,,,,,,,Holopedium gibberum,483820,NA,,NA,FALSE,NA,NA,NA,483820,Holopedium gibberum,,Holopedium,gibberum,,accepted
Holophryxus alaskensis,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Epicaridea,Cryptoniscoidea,Dajidae,,,,,,,,Holophryxus alaskensis,1255975,NA,,NA,FALSE,NA,NA,NA,1255975,Holophryxus alaskensis,,Holophryxus,alaskensis,,accepted
Homalothecium lutescens,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,,,,,,Homalothecium lutescens,461299,NA,,NA,FALSE,NA,NA,NA,461299,Homalothecium lutescens,,Homalothecium,lutescens,,accepted
Humicola alopallonella,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Sordariomycetidae,,Sordariales,,,Chaetomiaceae,,,,,,,,Humicola alopallonella,1223310,NA,,NA,FALSE,NA,NA,NA,1223310,Humicola alopallonella,,Humicola,alopallonella,,accepted
Huperzia haleakalae,,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,Lycopodiaceae,Huperzioideae,,,,,,,Huperzia haleakalae,144224,NA,,NA,FALSE,NA,NA,NA,144224,Huperzia haleakalae,,Huperzia,haleakalae,,accepted
Hymenoscyphus fraternus,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Helotiaceae,,,,,,,,Hymenoscyphus fraternus,1198527,NA,,NA,FALSE,NA,NA,NA,1198527,Hymenoscyphus fraternus,,Hymenoscyphus,fraternus,,accepted
Hymenostylium recurvirostrum,,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,,,,,,Hymenostylium recurvirostrum,281954,NA,,NA,FALSE,NA,NA,NA,281954,Hymenostylium recurvirostrum,,Hymenostylium,recurvirostrum,,accepted
Idiasta maritima,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,Alysiinae,Alysiini,,,,,,Idiasta maritima,299235,NA,,NA,FALSE,NA,NA,NA,299235,Idiasta maritima,,Idiasta,maritima,,accepted
Ilybiosoma seriatum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Dytiscoidea,Dytiscidae,Agabinae,Agabini,,,,,,Ilybiosoma seriatum,456194,NA,,NA,FALSE,NA,NA,NA,456194,Ilybiosoma seriatum,,Ilybiosoma,seriatum,,accepted
Ilybius vancouverensis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Dytiscoidea,Dytiscidae,Agabinae,Agabini,,,,,,Ilybius vancouverensis,456201,NA,,NA,FALSE,NA,NA,NA,456201,Ilybius vancouverensis,,Ilybius,vancouverensis,,accepted
Islandiella helenae,,Chromista,Foraminifera,,,Globothalamea,Rotaliana,,Rotaliida,,Cassidulinoidea,Cassidulinidae,Cassidulininae,,,,,,,Islandiella helenae,,NA,,NA,FALSE,NA,NA,NA,1425038,Islandiella helenae,,Islandiella,helenae,,accepted
Jungermannia exsertifolia,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,Jungermanniaceae,,,,,,,,Jungermannia exsertifolia,164299,NA,,NA,FALSE,NA,NA,NA,164299,Jungermannia exsertifolia,,Jungermannia,exsertifolia,,accepted
Jungermannia schusteriana,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,Jungermanniaceae,,,,,,,,Jungermannia schusteriana,0,NA,,NA,FALSE,NA,NA,NA,1559089,Jungermannia schusteriana,,Jungermannia,schusteriana,,accepted
Katharina tunicata,,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,,,,,,Katharina tunicata,47632,NA,,NA,FALSE,NA,NA,NA,47632,Katharina tunicata,,Katharina,tunicata,,accepted
Keenaea centifilosa,,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Cardioidea,Cardiidae,Nemocardiinae,,,,,,,Keenaea centifilosa,962184,NA,,NA,FALSE,NA,NA,NA,962184,Keenaea centifilosa,,Keenaea,centifilosa,,accepted
Keratella serrulata,,Animalia,Rotifera,,,Eurotatoria,Monogononta,Pseudotrocha,Ploima,,,Brachionidae,,,,,,,,Keratella serrulata,256179,NA,,NA,FALSE,NA,NA,NA,256179,Keratella serrulata,,Keratella,serrulata,,accepted
Keratella ticinensis,,Animalia,Rotifera,,,Eurotatoria,Monogononta,Pseudotrocha,Ploima,,,Brachionidae,,,,,,,,Keratella ticinensis,1623947,NA,,NA,FALSE,NA,NA,NA,1623947,Keratella ticinensis,,Keratella,ticinensis,,accepted
Kurtiella tumida,,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Galeommatida,,Galeommatoidea,Lasaeidae,Montacutinae,,,,,,,Kurtiella tumida,768354,NA,,NA,FALSE,NA,NA,NA,768354,Kurtiella tumida,,Kurtiella,tumida,,accepted
Laccobius carri,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Hydrophiloidea,Hydrophilidae,Hydrophilinae,Laccobiini,,,,,,Laccobius carri,222557,NA,,NA,FALSE,NA,NA,NA,222557,Laccobius carri,Staphyliniformia,Laccobius,carri,,accepted
Lampetra planeri,,Animalia,Chordata,Vertebrata,Agnatha,Petromyzonti,,,Petromyzontiformes,,,Petromyzontidae,Lampetrinae,,,,,,,Lampetra planeri,103978,NA,,NA,FALSE,NA,NA,NA,103978,Lampetra planeri,,Lampetra,planeri,,accepted
Laonice cirrata,,Animalia,Annelida,,,Polychaeta,Sedentaria,,Spionida,Spioniformia,,Spionidae,,,,,,,,Laonice cirrata,672000,NA,,NA,FALSE,NA,NA,NA,672000,Laonice cirrata,,Laonice,cirrata,,accepted
Lasiobolus ciliatus,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Ascodesmidaceae,,,,,,,,Lasiobolus ciliatus,1647191,NA,,NA,FALSE,NA,NA,NA,1647191,Lasiobolus ciliatus,,Lasiobolus,ciliatus,,accepted
Laticorophium baconi,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Corophioidea,Corophiidae,Corophiinae,,,,,,,Laticorophium baconi,260641,NA,,NA,FALSE,NA,NA,NA,260641,Laticorophium baconi,Corophiida,Laticorophium,baconi,,accepted
Latisipho hallii,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Buccinidae,,,,,,,,Latisipho hallii,1318691,NA,,NA,FALSE,NA,NA,NA,1318691,Latisipho hallii,,Latisipho,hallii,,accepted
Lepadella ovalis,,Animalia,Rotifera,,,Eurotatoria,Monogononta,Pseudotrocha,Ploima,,,Lepadellidae,,,,,,,,Lepadella ovalis,293325,NA,,NA,FALSE,NA,NA,NA,293325,Lepadella ovalis,,Lepadella,ovalis,,accepted
Lepidozona retiporosa,,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,,,,,,,Lepidozona retiporosa,429867,NA,,NA,FALSE,NA,NA,NA,429867,Lepidozona retiporosa,,Lepidozona,retiporosa,,accepted
Lepidozona willetti,,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,,,,,,,Lepidozona willetti,1174752,NA,,NA,FALSE,NA,NA,NA,1174752,Lepidozona willetti,,Lepidozona,willetti,,accepted
Lepraria caesioalba,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,,,,,,,Lepraria caesioalba,1404130,NA,,NA,FALSE,NA,NA,NA,1404130,Lepraria caesioalba,,Lepraria,caesioalba,,accepted
Lepraria lobificans,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,,,,,,,Lepraria lobificans,534751,NA,,NA,FALSE,NA,NA,NA,534751,Lepraria lobificans,,Lepraria,lobificans,,accepted
Leptochiton cancellatus,,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Lepidopleurida,Lepidopleurina,,Leptochitonidae,,,,,,,,Leptochiton cancellatus,482192,NA,,NA,FALSE,NA,NA,NA,482192,Leptochiton cancellatus,,Leptochiton,cancellatus,,accepted
Leptothorax calderoni,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Formicoidea,Formicidae,Myrmicinae,Crematogastrini,,,,,,Leptothorax calderoni,69087,NA,,NA,FALSE,NA,NA,NA,69087,Leptothorax calderoni,Aculeata,Leptothorax,calderoni,,accepted
Leptychaster pacificus,,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Paxillosida,,,Astropectinidae,,,,,,,,Leptychaster pacificus,293173,NA,,NA,FALSE,NA,NA,NA,293173,Leptychaster pacificus,,Leptychaster,pacificus,,accepted
Lignincola laevis,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Microascales,,,Halosphaeriaceae,,,,,,,,Lignincola laevis,351402,NA,,NA,FALSE,NA,NA,NA,351402,Lignincola laevis,,Lignincola,laevis,,accepted
Lima vulgaris,,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Limida,,Limoidea,Limidae,,,,,,,,Lima vulgaris,926694,NA,,NA,FALSE,NA,NA,NA,926694,Lima vulgaris,,Lima,vulgaris,,accepted
Lophozia guttulata,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Lophoziaceae,,,,,,,,Lophozia guttulata,164793,NA,,NA,FALSE,NA,NA,NA,164793,Lophozia guttulata,,Lophozia,guttulata,,accepted
Lottia digitalis,,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,Nacellida,,Lottioidea,Lottiidae,Lottiinae,Lottiini,,,,,,Lottia digitalis,64287,NA,,NA,FALSE,NA,NA,NA,64287,Lottia digitalis,,Lottia,digitalis,,accepted
Lyonsia californica,,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Pandoroidea,Lyonsiidae,,,,,,,,Lyonsia californica,179831,NA,,NA,FALSE,NA,NA,NA,179831,Lyonsia californica,,Lyonsia,californica,,accepted
Macoma balthica,,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Tellinidae,Macominae,,,,,,,Macoma balthica,203759,NA,,NA,FALSE,NA,NA,NA,203759,Macoma balthica,,Macoma,balthica,,accepted
Macoma calcarea,,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Tellinidae,Macominae,,,,,,,Macoma calcarea,861604,NA,,NA,FALSE,NA,NA,NA,861604,Macoma calcarea,,Macoma,calcarea,,accepted
Maculaura aquilonia,,Animalia,Nemertea,,,Pilidiophora,,,Heteronemertea,,,Lineidae,,,,,,,,Maculaura aquilonia,901915,NA,,NA,FALSE,NA,NA,NA,901915,Maculaura aquilonia,,Maculaura,aquilonia,,accepted
Marasmius rotula,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,Marasmieae,,,,,,,Marasmius rotula,63100,NA,,NA,FALSE,NA,NA,NA,63100,Marasmius rotula,,Marasmius,rotula,,accepted
Margarites inflatulus,,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Margaritidae,,,,,,,,Margarites inflatulus,1214202,NA,,NA,FALSE,NA,NA,NA,1214202,Margarites inflatulus,,Margarites,inflatulus,,accepted
Marsupella tubulosa,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,Gymnomitriaceae,,,,,,,,Marsupella tubulosa,1155357,NA,,NA,FALSE,NA,NA,NA,1155357,Marsupella tubulosa,,Marsupella,tubulosa,,accepted
Mastocarpus latissimus,,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Phyllophoraceae,,,,,,,,Mastocarpus latissimus,865923,NA,,NA,FALSE,NA,NA,NA,865923,Mastocarpus latissimus,,Mastocarpus,latissimus,,accepted
Mazzaella minima,,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Gigartinaceae,,,,,,,,Mazzaella minima,1435204,NA,,NA,FALSE,NA,NA,NA,1435204,Mazzaella minima,,Mazzaella,minima,,accepted
Megayoldia thraciaeformis,,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,Nuculanoidea,Yoldiidae,Yoldiinae,,,,,,,Megayoldia thraciaeformis,957355,NA,,NA,FALSE,NA,NA,NA,957355,Megayoldia thraciaeformis,,Megayoldia,thraciaeformis,,accepted
Melampsoridium hiratsukanum,,Fungi,Basidiomycota,Pucciniomycotina,,Pucciniomycetes,,,Pucciniales,Melampsorineae,,Hyalopsoraceae,,,,,,,,Melampsoridium hiratsukanum,351509,NA,,NA,FALSE,NA,NA,NA,351509,Melampsoridium hiratsukanum,,Melampsoridium,hiratsukanum,,accepted
Mesocalanus tenuicornis,,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,Calanidae,,,,,,,,Mesocalanus tenuicornis,329005,NA,,NA,FALSE,NA,NA,NA,329005,Mesocalanus tenuicornis,,Mesocalanus,tenuicornis,,accepted
Metacaprella kennerlyi,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Caprelloidea,Caprellidae,Caprellinae,,,,,,,Metacaprella kennerlyi,117676,NA,,NA,FALSE,NA,NA,NA,117676,Metacaprella kennerlyi,Corophiida,Metacaprella,kennerlyi,,accepted
Metzgeria consanguinea,,Plantae,Marchantiophyta,,,Jungermanniopsida,Metzgeriidae,,Metzgeriales,,,Metzgeriaceae,,,,,,,,Metzgeria consanguinea,589964,NA,,NA,FALSE,NA,NA,NA,589964,Metzgeria consanguinea,,Metzgeria,consanguinea,,accepted
Micranthes punctata,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Micrantheae,,,,,,Micranthes punctata,772263,NA,,NA,FALSE,NA,NA,NA,772263,Micranthes punctata,,Micranthes,punctata,,accepted
Microthyrium macrosporum,,Fungi,Ascomycota,Pezizomycotina,,Dothideomycetes,,,Microthyriales,,,Microthyriaceae,,,,,,,,Microthyrium macrosporum,1421860,NA,,NA,FALSE,NA,NA,NA,1421860,Microthyrium macrosporum,,Microthyrium,macrosporum,,accepted
Mimesa pauper,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Pemphredoninae,Psenini,,,,,,Mimesa pauper,1575846,NA,,NA,FALSE,NA,NA,NA,1575846,Mimesa pauper,Aculeata,Mimesa,pauper,,accepted
Miscanthus sinensis,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Panicoideae,Andropogoneae,,,,,,Miscanthus sinensis,165474,NA,,NA,FALSE,NA,NA,NA,165474,Miscanthus sinensis,,Miscanthus,sinensis,,accepted
Mitrella gausapata,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,,,,,,,Mitrella gausapata,347322,NA,,NA,FALSE,NA,NA,NA,347322,Mitrella gausapata,,Mitrella,gausapata,,accepted
Monocorophium insidiosum,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Corophioidea,Corophiidae,Corophiinae,,,,,,,Monocorophium insidiosum,209052,NA,,NA,FALSE,NA,NA,NA,209052,Monocorophium insidiosum,Corophiida,Monocorophium,insidiosum,,accepted
Monoculodes latimanus,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Amphilochidea,Oedicerotoidea,Oedicerotidae,,,,,,,,Monoculodes latimanus,0,NA,,NA,FALSE,NA,NA,NA,1281932,Monoculodes latimanus,Amphilochida,Monoculodes,latimanus,,accepted
Mopalia egretta,,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,,,,,,Mopalia egretta,1175099,NA,,NA,FALSE,NA,NA,NA,1175099,Mopalia egretta,,Mopalia,egretta,,accepted
Mopalia ferreirai,,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,,,,,,Mopalia ferreirai,550971,NA,,NA,FALSE,NA,NA,NA,550971,Mopalia ferreirai,,Mopalia,ferreirai,,accepted
Mopalia phorminx,,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,,,,,,Mopalia phorminx,977159,NA,,NA,FALSE,NA,NA,NA,977159,Mopalia phorminx,,Mopalia,phorminx,,accepted
Myriogramme spectabilis,,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,Phycodryoideae,Myriogrammeae,,,,,,Myriogramme spectabilis,1435208,NA,,NA,FALSE,NA,NA,NA,1435208,Myriogramme spectabilis,,Myriogramme,spectabilis,,accepted
Naohidemyces vacciniorum,,Fungi,Basidiomycota,Pucciniomycotina,,Pucciniomycetes,,,Pucciniales,Melampsorineae,,Milesinaceae,,,,,,,,Naohidemyces vacciniorum,628810,NA,,NA,FALSE,NA,NA,NA,628810,Naohidemyces vacciniorum,,Naohidemyces,vacciniorum,,accepted
Nebria vandykei,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Nebriinae,Nebriini,,,,,,Nebria vandykei,225501,NA,,NA,FALSE,NA,NA,NA,225501,Nebria vandykei,,Nebria,vandykei,,accepted
Neoalbatrellus caeruleoporus,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Albatrellaceae,,,,,,,,Neoalbatrellus caeruleoporus,351628,NA,,NA,FALSE,NA,NA,NA,351628,Neoalbatrellus caeruleoporus,,Neoalbatrellus,caeruleoporus,,accepted
Neoamphitrite edwardsi,,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebelliformia,,Terebellidae,Terebellinae,,,,,,,Neoamphitrite edwardsi,0,NA,,NA,FALSE,NA,NA,NA,1578431,Neoamphitrite edwardsi,,Neoamphitrite,edwardsi,,accepted
Neodilsea borealis,,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Dumontiaceae,,,,,,,,Neodilsea borealis,888929,NA,,NA,FALSE,NA,NA,NA,888929,Neodilsea borealis,,Neodilsea,borealis,,accepted
Nephasoma diaphanes,,Animalia,Sipuncula,,,Sipunculidea,,,Golfingiiformes,,,Golfingiidae,,,,,,,,Nephasoma diaphanes,0,NA,,NA,FALSE,NA,NA,NA,0,,,,,,unknown
Neptunea lyrata,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Buccinidae,Neptuneinae,,,,,,,Neptunea lyrata,919604,NA,,NA,FALSE,NA,NA,NA,919604,Neptunea lyrata,,Neptunea,lyrata,,accepted
Noctiluca scintillans,,Chromista,Myzozoa,,,Dinophyceae,,,Noctilucales,,,Noctilucaceae,,,,,,,,Noctiluca scintillans,,NA,,NA,FALSE,NA,NA,NA,0,,,,,,unknown
Notoparmelia kerguelensis,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,,,,Notoparmelia kerguelensis,993235,NA,,NA,FALSE,NA,NA,NA,993235,Notoparmelia kerguelensis,,Notoparmelia,kerguelensis,,accepted
Nuculana minuta,,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,Nuculanoidea,Nuculanidae,Nuculaninae,,,,,,,Nuculana minuta,482983,NA,,NA,FALSE,NA,NA,NA,482983,Nuculana minuta,,Nuculana,minuta,,accepted
Nuculana navisa,,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,Nuculanoidea,Nuculanidae,Nuculaninae,,,,,,,Nuculana navisa,1211878,NA,,NA,FALSE,NA,NA,NA,1211878,Nuculana navisa,,Nuculana,navisa,,accepted
Nutricola ovalis,,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,Callocardiinae,,,,,,,Nutricola ovalis,339139,NA,,NA,FALSE,NA,NA,NA,339139,Nutricola ovalis,,Nutricola,ovalis,,accepted
Obelia longissima,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Campanulariidae,,,,,,,,Obelia longissima,191174,NA,,NA,FALSE,NA,NA,NA,191174,Obelia longissima,,Obelia,longissima,,accepted
Oithona atlantica,,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Podoplea,Cyclopoida,Oithonida,,Oithonidae,,,,,,,,Oithona atlantica,1395861,NA,,NA,FALSE,NA,NA,NA,1395861,Oithona atlantica,,Oithona,atlantica,,accepted
