site,class,date,quadrant,transect_unit,species_code,species_name,percent_cover,height_cm,notes
s007,Closed-Dry,2022-06-22,S,3,Polmun,Polystichum munitum,25,,
s007,Closed-Dry,2022-06-22,S,3,Rhigla,Rhizomnium glabrescens,1,,
s007,Closed-Dry,2022-06-22,S,3,Rhytri,Rhytidiadelphus triquetrus,1,,
s007,Closed-Dry,2022-06-22,S,4,Achtri,Achlys triphylla,0.5,,
s007,Closed-Dry,2022-06-22,S,4,Berner,Berberis nervosa,2,,
s007,Closed-Dry,2022-06-22,S,4,Gausha,Gaultheria shallon,75,110,
s007,Closed-Dry,2022-06-22,S,4,Isosto,Isothecium stoloniferum,0.5,,
s007,Closed-Dry,2022-06-22,S,4,Kinore,Kindbergia oregana,25,,
s007,Closed-Dry,2022-06-22,S,4,Polmun,Polystichum munitum,15,,
s007,Closed-Dry,2022-06-22,S,5,Adebic,Adenocaulon bicolor,0.5,,
s007,Closed-Dry,2022-06-22,S,5,Berner,Berberis nervosa,1,,
s007,Closed-Dry,2022-06-22,S,5,Fessub,Festuca subuliflora,0.5,,
s007,Closed-Dry,2022-06-22,S,5,Gausha,Gaultheria shallon,65,90,
s007,Closed-Dry,2022-06-22,S,5,Kinore,Kindbergia oregana,25,,
s007,Closed-Dry,2022-06-22,S,5,Polmun,Polystichum munitum,45,,
s007,Closed-Dry,2022-06-22,S,5,Ruburs,Rubus ursinus,0.5,,
s007,Closed-Dry,2022-06-22,W,1,Achtri,Achlys triphylla,1,,
s007,Closed-Dry,2022-06-22,W,1,Berner,Berberis nervosa,1,,
s007,Closed-Dry,2022-06-22,W,1,Gausha,Gaultheria shallon,35,60,
s007,Closed-Dry,2022-06-22,W,1,Hypcir,Hypnum circinale,3,,
s007,Closed-Dry,2022-06-22,W,1,Isosto,Isothecium stoloniferum,1,,
s007,Closed-Dry,2022-06-22,W,1,Kinore,Kindbergia oregana,1,,
s007,Closed-Dry,2022-06-22,W,1,Polmun,Polystichum munitum,25,,
s007,Closed-Dry,2022-06-22,W,2,Achtri,Achlys triphylla,2,,
s007,Closed-Dry,2022-06-22,W,2,Berner,Berberis nervosa,5,,
s007,Closed-Dry,2022-06-22,W,2,Gausha,Gaultheria shallon,40,60,
s007,Closed-Dry,2022-06-22,W,2,Kinore,Kindbergia oregana,75,,
s007,Closed-Dry,2022-06-22,W,2,Lyslat,Lysimachia latifolia,0.5,,
s007,Closed-Dry,2022-06-22,W,2,Polmun,Polystichum munitum,5,,
s007,Closed-Dry,2022-06-22,W,2,Rosgym,Rosa gymnocarpa,45,,
s007,Closed-Dry,2022-06-22,W,3,Achtri,Achlys triphylla,3,,
s007,Closed-Dry,2022-06-22,W,3,Berner,Berberis nervosa,3,,
s007,Closed-Dry,2022-06-22,W,3,Gausha,Gaultheria shallon,45,50,
s007,Closed-Dry,2022-06-22,W,3,Isosto,Isothecium stoloniferum,0.5,,
s007,Closed-Dry,2022-06-22,W,3,Kinore,Kindbergia oregana,75,,
s007,Closed-Dry,2022-06-22,W,3,Polmun,Polystichum munitum,12,,
s007,Closed-Dry,2022-06-22,W,3,Rosgym,Rosa gymnocarpa,12,,
s007,Closed-Dry,2022-06-22,W,4,Berner,Berberis nervosa,0.5,,
s007,Closed-Dry,2022-06-22,W,4,Brovul,Bromus vulgaris,3,,
s007,Closed-Dry,2022-06-22,W,4,Fessub,Festuca subuliflora,0.5,,
s007,Closed-Dry,2022-06-22,W,4,Galtri,Galium triflorum,2,,
s007,Closed-Dry,2022-06-22,W,4,Gausha,Gaultheria shallon,25,80,
s007,Closed-Dry,2022-06-22,W,4,Isosto,Isothecium stoloniferum,0.5,,
s007,Closed-Dry,2022-06-22,W,4,Kinore,Kindbergia oregana,40,,
s007,Closed-Dry,2022-06-22,W,4,Polmun,Polystichum munitum,30,,
s007,Closed-Dry,2022-06-22,W,5,Achtri,Achlys triphylla,1,,
s007,Closed-Dry,2022-06-22,W,5,Berner,Berberis nervosa,8,,
s007,Closed-Dry,2022-06-22,W,5,Dicfus,Dicranum fuscescens,0.5,,
s007,Closed-Dry,2022-06-22,W,5,Galtri,Galium triflorum,0.5,,
s007,Closed-Dry,2022-06-22,W,5,Gausha,Gaultheria shallon,15,50,
s007,Closed-Dry,2022-06-22,W,5,Hypcir,Hypnum circinale,0.5,,
s007,Closed-Dry,2022-06-22,W,5,Isosto,Isothecium stoloniferum,1,,
s007,Closed-Dry,2022-06-22,W,5,Kinore,Kindbergia oregana,50,,
s007,Closed-Dry,2022-06-22,W,5,Polmun,Polystichum munitum,17,,
s008,Closed-Dry,2022-06-22,E,1,Berner,Berberis nervosa,1,,
s008,Closed-Dry,2022-06-22,E,1,Gausha,Gaultheria shallon,20,85,
s008,Closed-Dry,2022-06-22,E,1,Kinore,Kindbergia oregana,40,,
s008,Closed-Dry,2022-06-22,E,2,Berner,Berberis nervosa,1,,
s008,Closed-Dry,2022-06-22,E,2,Gausha,Gaultheria shallon,30,85,
s008,Closed-Dry,2022-06-22,E,2,Kinore,Kindbergia oregana,75,,
s008,Closed-Dry,2022-06-22,E,2,Pteaqu,Pteridium aquilinum,0.5,,
s008,Closed-Dry,2022-06-22,E,3,Berner,Berberis nervosa,2,,
s008,Closed-Dry,2022-06-22,E,3,Gausha,Gaultheria shallon,40,95,
s008,Closed-Dry,2022-06-22,E,3,Kinore,Kindbergia oregana,95,,
s008,Closed-Dry,2022-06-22,E,3,Pteaqu,Pteridium aquilinum,0.5,,
s008,Closed-Dry,2022-06-22,E,4,Berner,Berberis nervosa,1,,
s008,Closed-Dry,2022-06-22,E,4,Fessub,Festuca subuliflora,0.5,,
s008,Closed-Dry,2022-06-22,E,4,Gausha,Gaultheria shallon,17,60,
s008,Closed-Dry,2022-06-22,E,4,Kinore,Kindbergia oregana,80,,
s008,Closed-Dry,2022-06-22,E,4,Scabol,Scapania bolanderi,1,,
s008,Closed-Dry,2022-06-22,E,5,Berner,Berberis nervosa,0.5,,
s008,Closed-Dry,2022-06-22,E,5,Gausha,Gaultheria shallon,20,95,
s008,Closed-Dry,2022-06-22,E,5,Isosto,Isothecium stoloniferum,0.5,,
s008,Closed-Dry,2022-06-22,E,5,Kinore,Kindbergia oregana,75,,
s008,Closed-Dry,2022-06-22,E,5,Polmun,Polystichum munitum,0.5,,
s008,Closed-Dry,2022-06-22,E,5,Scabol,Scapania bolanderi,1,,
s008,Closed-Dry,2022-06-22,N,1,Fessub,Festuca subuliflora,0.5,,
s008,Closed-Dry,2022-06-22,N,1,Gausha,Gaultheria shallon,15,30,
s008,Closed-Dry,2022-06-22,N,1,Kinore,Kindbergia oregana,55,,
s008,Closed-Dry,2022-06-22,N,2,Berner,Berberis nervosa,0.5,,
s008,Closed-Dry,2022-06-22,N,2,Gausha,Gaultheria shallon,17,50,
s008,Closed-Dry,2022-06-22,N,2,Kinore,Kindbergia oregana,60,,
s008,Closed-Dry,2022-06-22,N,2,Lonhis,Lonicera hispidula,0.5,,
s008,Closed-Dry,2022-06-22,N,3,Berner,Berberis nervosa,4,,
s008,Closed-Dry,2022-06-22,N,3,Fessub,Festuca subuliflora,0.5,,
s008,Closed-Dry,2022-06-22,N,3,Gausha,Gaultheria shallon,4,60,
s008,Closed-Dry,2022-06-22,N,3,Kinore,Kindbergia oregana,45,,
s008,Closed-Dry,2022-06-22,N,4,Berner,Berberis nervosa,0.5,,
s008,Closed-Dry,2022-06-22,N,4,Dicfus,Dicranum fuscescens,0.5,,
s008,Closed-Dry,2022-06-22,N,4,Gausha,Gaultheria shallon,30,110,
s008,Closed-Dry,2022-06-22,N,4,Isosto,Isothecium stoloniferum,2,,
s008,Closed-Dry,2022-06-22,N,4,Kinore,Kindbergia oregana,25,,
s008,Closed-Dry,2022-06-22,N,5,Berner,Berberis nervosa,1,,
s008,Closed-Dry,2022-06-22,N,5,Dicfus,Dicranum fuscescens,0.5,,
s008,Closed-Dry,2022-06-22,N,5,Fessub,Festuca subuliflora,0.5,,
s008,Closed-Dry,2022-06-22,N,5,Gausha,Gaultheria shallon,40,120,
s008,Closed-Dry,2022-06-22,N,5,Hypcir,Hypnum circinale,5,,
s008,Closed-Dry,2022-06-22,N,5,Kinore,Kindbergia oregana,30,,
s008,Closed-Dry,2022-06-22,S,1,Fessub,Festuca subuliflora,0.5,,
s008,Closed-Dry,2022-06-22,S,1,Gausha,Gaultheria shallon,10,25,
s008,Closed-Dry,2022-06-22,S,1,Kinore,Kindbergia oregana,85,,
s008,Closed-Dry,2022-06-22,S,2,Berner,Berberis nervosa,0.5,,
s008,Closed-Dry,2022-06-22,S,2,Fessub,Festuca subuliflora,0.5,,
s008,Closed-Dry,2022-06-22,S,2,Gausha,Gaultheria shallon,30,80,
s008,Closed-Dry,2022-06-22,S,2,Hylspl,Hylocomium splendens,5,,
s008,Closed-Dry,2022-06-22,S,2,Kinore,Kindbergia oregana,55,,
s008,Closed-Dry,2022-06-22,S,3,Dicfus,Dicranum fuscescens,0.5,,
s008,Closed-Dry,2022-06-22,S,3,Fessub,Festuca subuliflora,0.5,,
s008,Closed-Dry,2022-06-22,S,3,Gausha,Gaultheria shallon,0.5,60,
s008,Closed-Dry,2022-06-22,S,3,Hylspl,Hylocomium splendens,2,,
s008,Closed-Dry,2022-06-22,S,3,Hypcir,Hypnum circinale,10,,
s008,Closed-Dry,2022-06-22,S,3,Kinore,Kindbergia oregana,10,,
s008,Closed-Dry,2022-06-22,S,4,Fessub,Festuca subuliflora,0.5,,
s008,Closed-Dry,2022-06-22,S,4,Gausha,Gaultheria shallon,7,20,
s008,Closed-Dry,2022-06-22,S,4,Hylspl,Hylocomium splendens,2,,
s008,Closed-Dry,2022-06-22,S,4,Hypcir,Hypnum circinale,1,,
s008,Closed-Dry,2022-06-22,S,4,Isosto,Isothecium stoloniferum,1,,
s008,Closed-Dry,2022-06-22,S,4,Kinore,Kindbergia oregana,20,,
s008,Closed-Dry,2022-06-22,S,5,Berner,Berberis nervosa,0.5,,
s008,Closed-Dry,2022-06-22,S,5,Fessub,Festuca subuliflora,0.5,,
s008,Closed-Dry,2022-06-22,S,5,Gausha,Gaultheria shallon,10,30,
s008,Closed-Dry,2022-06-22,S,5,Hylspl,Hylocomium splendens,0.5,,
s008,Closed-Dry,2022-06-22,S,5,Kinore,Kindbergia oregana,90,,
s008,Closed-Dry,2022-06-22,W,1,Berner,Berberis nervosa,0.5,,
s008,Closed-Dry,2022-06-22,W,1,Fessub,Festuca subuliflora,0.5,,
s008,Closed-Dry,2022-06-22,W,1,Gausha,Gaultheria shallon,30,70,
s008,Closed-Dry,2022-06-22,W,1,Hylspl,Hylocomium splendens,0.5,,
s008,Closed-Dry,2022-06-22,W,1,Kinore,Kindbergia oregana,80,,
s008,Closed-Dry,2022-06-22,W,1,Polmun,Polystichum munitum,0.5,,
s008,Closed-Dry,2022-06-22,W,1,Vacpar,Vaccinium parvifolium,2,,
s008,Closed-Dry,2022-06-22,W,2,Berner,Berberis nervosa,0.5,,
s008,Closed-Dry,2022-06-22,W,2,Gausha,Gaultheria shallon,30,90,
s008,Closed-Dry,2022-06-22,W,2,Hylspl,Hylocomium splendens,40,,
s008,Closed-Dry,2022-06-22,W,2,Kinore,Kindbergia oregana,45,,
s008,Closed-Dry,2022-06-22,W,2,Polmun,Polystichum munitum,0.5,,
s008,Closed-Dry,2022-06-22,W,2,Vacpar,Vaccinium parvifolium,10,,
s008,Closed-Dry,2022-06-22,W,3,Gausha,Gaultheria shallon,65,120,
s008,Closed-Dry,2022-06-22,W,3,Hylspl,Hylocomium splendens,20,,
s008,Closed-Dry,2022-06-22,W,3,Kinore,Kindbergia oregana,65,,
s008,Closed-Dry,2022-06-22,W,4,Berner,Berberis nervosa,5,,
s008,Closed-Dry,2022-06-22,W,4,Gausha,Gaultheria shallon,20,65,
s008,Closed-Dry,2022-06-22,W,4,Hylspl,Hylocomium splendens,70,,
s008,Closed-Dry,2022-06-22,W,4,Kinore,Kindbergia oregana,20,,
s008,Closed-Dry,2022-06-22,W,5,Fessub,Festuca subuliflora,0.5,,
s008,Closed-Dry,2022-06-22,W,5,Gausha,Gaultheria shallon,3,25,
s008,Closed-Dry,2022-06-22,W,5,Hylspl,Hylocomium splendens,90,,
s008,Closed-Dry,2022-06-22,W,5,Kinore,Kindbergia oregana,5,,
s011,Closed-Dry,2022-06-19,E,1,Berner,Berberis nervosa,0.5,,
s011,Closed-Dry,2022-06-19,E,1,Hypcir,Hypnum circinale,10,,
s011,Closed-Dry,2022-06-19,E,1,Kinore,Kindbergia oregana,1,,
s011,Closed-Dry,2022-06-19,E,2,Berner,Berberis nervosa,0.5,,
s011,Closed-Dry,2022-06-19,E,2,Hypcir,Hypnum circinale,2,,
s011,Closed-Dry,2022-06-19,E,2,Isosto,Isothecium stoloniferum,0.5,,
s011,Closed-Dry,2022-06-19,E,2,Kinore,Kindbergia oregana,3,,
s011,Closed-Dry,2022-06-19,E,2,Scabol,Scapania bolanderi,0.5,,
s011,Closed-Dry,2022-06-19,E,3,Hypcir,Hypnum circinale,5,,
s011,Closed-Dry,2022-06-19,E,3,Isosto,Isothecium stoloniferum,5,,
s011,Closed-Dry,2022-06-19,E,3,Kinore,Kindbergia oregana,20,,
s011,Closed-Dry,2022-06-19,E,3,Rosgym,Rosa gymnocarpa,0.5,,
s011,Closed-Dry,2022-06-19,E,3,Scabol,Scapania bolanderi,0.5,,
s011,Closed-Dry,2022-06-19,E,4,Berner,Berberis nervosa,0.5,,
s011,Closed-Dry,2022-06-19,E,4,Hypcir,Hypnum circinale,5,,
s011,Closed-Dry,2022-06-19,E,4,Kinore,Kindbergia oregana,30,,
s011,Closed-Dry,2022-06-19,E,4,Lyslat,Lysimachia latifolia,0.5,,
s011,Closed-Dry,2022-06-19,E,4,Pteaqu,Pteridium aquilinum,0.5,,
s011,Closed-Dry,2022-06-19,E,4,Scabol,Scapania bolanderi,0.5,,
s011,Closed-Dry,2022-06-19,E,5,Berner,Berberis nervosa,0.5,,
s011,Closed-Dry,2022-06-19,E,5,Brovul,Bromus vulgaris,0.5,,
s011,Closed-Dry,2022-06-19,E,5,Hypcir,Hypnum circinale,5,,
s011,Closed-Dry,2022-06-19,E,5,Isosto,Isothecium stoloniferum,10,,
s011,Closed-Dry,2022-06-19,E,5,Kinore,Kindbergia oregana,15,,
s011,Closed-Dry,2022-06-19,E,5,Pteaqu,Pteridium aquilinum,0.5,,
s011,Closed-Dry,2022-06-19,N,1,Achtri,Achlys triphylla,0.5,,
s011,Closed-Dry,2022-06-19,N,1,Brovul,Bromus vulgaris,1,,
s011,Closed-Dry,2022-06-19,N,1,Kinore,Kindbergia oregana,75,,
s011,Closed-Dry,2022-06-19,N,1,Linbor,Linnaea borealis,10,,
s011,Closed-Dry,2022-06-19,N,1,Polmun,Polystichum munitum,0.5,,
s011,Closed-Dry,2022-06-19,N,1,Tiatri,Tiarella trifoliata,0.5,,
s011,Closed-Dry,2022-06-19,N,1,Tsuhet,Tsuga heterophylla,15,,
s011,Closed-Dry,2022-06-19,N,1,Vacpar,Vaccinium parvifolium,0.5,,
s011,Closed-Dry,2022-06-19,N,2,Berner,Berberis nervosa,0.5,,
s011,Closed-Dry,2022-06-19,N,2,Brovul,Bromus vulgaris,2,,
s011,Closed-Dry,2022-06-19,N,2,Hypcir,Hypnum circinale,0.5,,
s011,Closed-Dry,2022-06-19,N,2,Isosto,Isothecium stoloniferum,1,,
s011,Closed-Dry,2022-06-19,N,2,Kinore,Kindbergia oregana,70,,
s011,Closed-Dry,2022-06-19,N,2,Linbor,Linnaea borealis,8,,
s011,Closed-Dry,2022-06-19,N,2,Scabol,Scapania bolanderi,0.5,,
s011,Closed-Dry,2022-06-19,N,2,Thupli,Thuja plicata,0.5,,
s011,Closed-Dry,2022-06-19,N,2,Tsuhet,Tsuga heterophylla,10,,
s011,Closed-Dry,2022-06-19,N,3,Hypcir,Hypnum circinale,0.5,,
s011,Closed-Dry,2022-06-19,N,3,Isosto,Isothecium stoloniferum,0.5,,
s011,Closed-Dry,2022-06-19,N,3,Kinore,Kindbergia oregana,75,,
s011,Closed-Dry,2022-06-19,N,3,Linbor,Linnaea borealis,3,,
s011,Closed-Dry,2022-06-19,N,3,Lyslat,Lysimachia latifolia,0.5,,
s011,Closed-Dry,2022-06-19,N,3,Rhytri,Rhytidiadelphus triquetrus,0.5,,
s011,Closed-Dry,2022-06-19,N,3,Scabol,Scapania bolanderi,3,,
s011,Closed-Dry,2022-06-19,N,3,Tsuhet,Tsuga heterophylla,0.5,,
s011,Closed-Dry,2022-06-19,N,4,Berner,Berberis nervosa,0.5,,
s011,Closed-Dry,2022-06-19,N,4,Fessub,Festuca subuliflora,0.5,,
s011,Closed-Dry,2022-06-19,N,4,Hylspl,Hylocomium splendens,0.5,,
s011,Closed-Dry,2022-06-19,N,4,Hypcir,Hypnum circinale,0.5,,
s011,Closed-Dry,2022-06-19,N,4,Isosto,Isothecium stoloniferum,0.5,,
s011,Closed-Dry,2022-06-19,N,4,Kinore,Kindbergia oregana,70,,
s011,Closed-Dry,2022-06-19,N,4,Pteaqu,Pteridium aquilinum,0.5,,
s011,Closed-Dry,2022-06-19,N,4,Rhytri,Rhytidiadelphus triquetrus,0.5,,
s011,Closed-Dry,2022-06-19,N,4,Scabol,Scapania bolanderi,0.5,,
s011,Closed-Dry,2022-06-19,N,5,Berner,Berberis nervosa,1,,
s011,Closed-Dry,2022-06-19,N,5,Hypcir,Hypnum circinale,0.5,,
s011,Closed-Dry,2022-06-19,N,5,Isosto,Isothecium stoloniferum,0.5,,
s011,Closed-Dry,2022-06-19,N,5,Kinore,Kindbergia oregana,75,,
s011,Closed-Dry,2022-06-19,N,5,Lyslat,Lysimachia latifolia,1,,
s011,Closed-Dry,2022-06-19,N,5,Rhylor,Rhytidiadelphus loreus,1,,
s011,Closed-Dry,2022-06-19,N,5,Rhytri,Rhytidiadelphus triquetrus,0.5,,
s011,Closed-Dry,2022-06-19,N,5,Scabol,Scapania bolanderi,0.5,,
s011,Closed-Dry,2022-06-19,N,5,Thupli,Thuja plicata,0.5,,
s011,Closed-Dry,2022-06-19,S,1,Berner,Berberis nervosa,3,,
s011,Closed-Dry,2022-06-19,S,1,Brovul,Bromus vulgaris,0.5,,
s011,Closed-Dry,2022-06-19,S,1,Hypcir,Hypnum circinale,0.5,,
s011,Closed-Dry,2022-06-19,S,1,Isosto,Isothecium stoloniferum,3,,
s011,Closed-Dry,2022-06-19,S,1,Kinore,Kindbergia oregana,50,,
s011,Closed-Dry,2022-06-19,S,1,Lyslat,Lysimachia latifolia,0.5,,
s011,Closed-Dry,2022-06-19,S,2,Berner,Berberis nervosa,5,,
s011,Closed-Dry,2022-06-19,S,2,Kinore,Kindbergia oregana,50,,
s011,Closed-Dry,2022-06-19,S,2,Lyslat,Lysimachia latifolia,0.5,,
s011,Closed-Dry,2022-06-19,S,2,Scabol,Scapania bolanderi,30,,
s011,Closed-Dry,2022-06-19,S,3,Berner,Berberis nervosa,2,,
s011,Closed-Dry,2022-06-19,S,3,Hypcir,Hypnum circinale,0.5,,
s011,Closed-Dry,2022-06-19,S,3,Isosto,Isothecium stoloniferum,1,,
s011,Closed-Dry,2022-06-19,S,3,Kinore,Kindbergia oregana,60,,
s011,Closed-Dry,2022-06-19,S,3,Lyslat,Lysimachia latifolia,0.5,,
s011,Closed-Dry,2022-06-19,S,3,Scabol,Scapania bolanderi,0.5,,
s011,Closed-Dry,2022-06-19,S,3,Vacpar,Vaccinium parvifolium,0.5,,
s011,Closed-Dry,2022-06-19,S,4,Berner,Berberis nervosa,1,,
s011,Closed-Dry,2022-06-19,S,4,Kinore,Kindbergia oregana,35,,
s011,Closed-Dry,2022-06-19,S,4,Polmun,Polystichum munitum,0.5,,
s011,Closed-Dry,2022-06-19,S,4,Rhytri,Rhytidiadelphus triquetrus,3,,
s011,Closed-Dry,2022-06-19,S,4,Scabol,Scapania bolanderi,1,,
s011,Closed-Dry,2022-06-19,S,5,Berner,Berberis nervosa,1,,
s011,Closed-Dry,2022-06-19,S,5,Hypcir,Hypnum circinale,0.5,,
s011,Closed-Dry,2022-06-19,S,5,Isosto,Isothecium stoloniferum,1,,
s011,Closed-Dry,2022-06-19,S,5,Kinore,Kindbergia oregana,60,,
s011,Closed-Dry,2022-06-19,S,5,Pteaqu,Pteridium aquilinum,0.5,,
s011,Closed-Dry,2022-06-19,S,5,Rhylor,Rhytidiadelphus loreus,0.5,,
s011,Closed-Dry,2022-06-19,S,5,Rhytri,Rhytidiadelphus triquetrus,1,,
s011,Closed-Dry,2022-06-19,S,5,Scabol,Scapania bolanderi,0.5,,
s011,Closed-Dry,2022-06-19,W,1,Berner,Berberis nervosa,25,,
s011,Closed-Dry,2022-06-19,W,1,Fesocc,Festuca occidentalis,0.5,,
s011,Closed-Dry,2022-06-19,W,1,Galapa,Galium aparine,0.5,,
s011,Closed-Dry,2022-06-19,W,1,Hypcir,Hypnum circinale,1,,
s011,Closed-Dry,2022-06-19,W,1,Isosto,Isothecium stoloniferum,5,,
s011,Closed-Dry,2022-06-19,W,1,Kinore,Kindbergia oregana,50,,
s011,Closed-Dry,2022-06-19,W,1,Lyslat,Lysimachia latifolia,0.5,,
s011,Closed-Dry,2022-06-19,W,1,Scabol,Scapania bolanderi,0.5,,
s011,Closed-Dry,2022-06-19,W,1,Thupli,Thuja plicata,0.5,,
s011,Closed-Dry,2022-06-19,W,2,Berner,Berberis nervosa,15,,
s011,Closed-Dry,2022-06-19,W,2,Gausha,Gaultheria shallon,5,45,
s011,Closed-Dry,2022-06-19,W,2,Hypcir,Hypnum circinale,5,,
s011,Closed-Dry,2022-06-19,W,2,Isosto,Isothecium stoloniferum,10,,
s011,Closed-Dry,2022-06-19,W,2,Kinore,Kindbergia oregana,15,,
s011,Closed-Dry,2022-06-19,W,2,Polmun,Polystichum munitum,0.5,,
s011,Closed-Dry,2022-06-19,W,2,Scabol,Scapania bolanderi,0.5,,
s011,Closed-Dry,2022-06-19,W,2,Thupli,Thuja plicata,0.5,,
s011,Closed-Dry,2022-06-19,W,2,Tsuhet,Tsuga heterophylla,90,,
s011,Closed-Dry,2022-06-19,W,3,Berner,Berberis nervosa,15,,
s011,Closed-Dry,2022-06-19,W,3,Gausha,Gaultheria shallon,5,40,
s011,Closed-Dry,2022-06-19,W,3,Hypcir,Hypnum circinale,5,,
s011,Closed-Dry,2022-06-19,W,3,Isosto,Isothecium stoloniferum,10,,
s011,Closed-Dry,2022-06-19,W,3,Kinore,Kindbergia oregana,35,,
s011,Closed-Dry,2022-06-19,W,3,Tsuhet,Tsuga heterophylla,80,,
s011,Closed-Dry,2022-06-19,W,3,Vacpar,Vaccinium parvifolium,1,,
s011,Closed-Dry,2022-06-19,W,4,Berner,Berberis nervosa,5,,
s011,Closed-Dry,2022-06-19,W,4,Dicfus,Dicranum fuscescens,0.5,,
s011,Closed-Dry,2022-06-19,W,4,Gausha,Gaultheria shallon,30,60,
s011,Closed-Dry,2022-06-19,W,4,Isosto,Isothecium stoloniferum,1,,
s011,Closed-Dry,2022-06-19,W,4,Kinore,Kindbergia oregana,20,,
s011,Closed-Dry,2022-06-19,W,4,Tsuhet,Tsuga heterophylla,30,,
s011,Closed-Dry,2022-06-19,W,5,Berner,Berberis nervosa,20,,
s011,Closed-Dry,2022-06-19,W,5,Dicfus,Dicranum fuscescens,0.5,,
s011,Closed-Dry,2022-06-19,W,5,Fessub,Festuca subuliflora,1,,
s011,Closed-Dry,2022-06-19,W,5,Gausha,Gaultheria shallon,8,75,
s011,Closed-Dry,2022-06-19,W,5,Hypcir,Hypnum circinale,5,,
s011,Closed-Dry,2022-06-19,W,5,Isosto,Isothecium stoloniferum,5,,
s011,Closed-Dry,2022-06-19,W,5,Kinore,Kindbergia oregana,40,,
s011,Closed-Dry,2022-06-19,W,5,Thupli,Thuja plicata,0.5,,
s011,Closed-Dry,2022-06-19,W,5,Tsuhet,Tsuga heterophylla,40,,
s012,Closed-Dry,2022-06-23,E,1,Berner,Berberis nervosa,6,,
s012,Closed-Dry,2022-06-23,E,1,Brovul,Bromus vulgaris,2,,
s012,Closed-Dry,2022-06-23,E,1,Fessub,Festuca subuliflora,1,,
s012,Closed-Dry,2022-06-23,E,1,Galapa,Galium aparine,0.5,,
s012,Closed-Dry,2022-06-23,E,1,Gausha,Gaultheria shallon,50,40,
s012,Closed-Dry,2022-06-23,E,1,Hylspl,Hylocomium splendens,75,,
s012,Closed-Dry,2022-06-23,E,1,Kinore,Kindbergia oregana,0.5,,
s012,Closed-Dry,2022-06-23,E,1,Polmun,Polystichum munitum,3,,
s012,Closed-Dry,2022-06-23,E,1,Rhytri,Rhytidiadelphus triquetrus,0.5,,
s012,Closed-Dry,2022-06-23,E,2,Berner,Berberis nervosa,2,,
s012,Closed-Dry,2022-06-23,E,2,Brovul,Bromus vulgaris,0.5,,
s012,Closed-Dry,2022-06-23,E,2,Gausha,Gaultheria shallon,40,35,
s012,Closed-Dry,2022-06-23,E,2,Hylspl,Hylocomium splendens,75,,
s012,Closed-Dry,2022-06-23,E,2,Polmun,Polystichum munitum,4,,
s012,Closed-Dry,2022-06-23,E,3,Berner,Berberis nervosa,3,,
s012,Closed-Dry,2022-06-23,E,3,Dichow,Dicranum howellii,1,,
s012,Closed-Dry,2022-06-23,E,3,Fessub,Festuca subuliflora,2,,
s012,Closed-Dry,2022-06-23,E,3,Gausha,Gaultheria shallon,60,30,
s012,Closed-Dry,2022-06-23,E,3,Hylspl,Hylocomium splendens,40,,
s012,Closed-Dry,2022-06-23,E,3,Kinore,Kindbergia oregana,10,,
s012,Closed-Dry,2022-06-23,E,3,Rosgym,Rosa gymnocarpa,2,,
s012,Closed-Dry,2022-06-23,E,4,Brovul,Bromus vulgaris,5,,
s012,Closed-Dry,2022-06-23,E,4,Gausha,Gaultheria shallon,40,45,
s012,Closed-Dry,2022-06-23,E,4,Hylspl,Hylocomium splendens,65,,
s012,Closed-Dry,2022-06-23,E,4,Kinore,Kindbergia oregana,5,,
s012,Closed-Dry,2022-06-23,E,5,Berner,Berberis nervosa,1,,
s012,Closed-Dry,2022-06-23,E,5,Gausha,Gaultheria shallon,40,50,
s012,Closed-Dry,2022-06-23,E,5,Hylspl,Hylocomium splendens,30,,
s012,Closed-Dry,2022-06-23,E,5,Polmun,Polystichum munitum,1,,
s012,Closed-Dry,2022-06-23,E,5,Rhytri,Rhytidiadelphus triquetrus,0.5,,
s012,Closed-Dry,2022-06-23,E,5,Rosgym,Rosa gymnocarpa,0.5,,
s012,Closed-Dry,2022-06-23,E,5,Ruburs,Rubus ursinus,5,,
s012,Closed-Dry,2022-06-23,N,1,Berner,Berberis nervosa,2,,
s012,Closed-Dry,2022-06-23,N,1,Brovul,Bromus vulgaris,2,,
s012,Closed-Dry,2022-06-23,N,1,Fessub,Festuca subuliflora,2,,
s012,Closed-Dry,2022-06-23,N,1,Gausha,Gaultheria shallon,1,35,
s012,Closed-Dry,2022-06-23,N,1,Holdis,Holodiscus discolor,75,,
s012,Closed-Dry,2022-06-23,N,1,Hylspl,Hylocomium splendens,75,,
s012,Closed-Dry,2022-06-23,N,1,Isosto,Isothecium stoloniferum,3,,
s012,Closed-Dry,2022-06-23,N,1,Polmun,Polystichum munitum,5,,
s012,Closed-Dry,2022-06-23,N,1,Rhytri,Rhytidiadelphus triquetrus,2,,
s012,Closed-Dry,2022-06-23,N,2,Berner,Berberis nervosa,1,,
s012,Closed-Dry,2022-06-23,N,2,Brovul,Bromus vulgaris,1,,
s012,Closed-Dry,2022-06-23,N,2,Gausha,Gaultheria shallon,5,30,
s012,Closed-Dry,2022-06-23,N,2,Holdis,Holodiscus discolor,30,,
s012,Closed-Dry,2022-06-23,N,2,Hylspl,Hylocomium splendens,20,,
