"scientificName","taxonID","institutionCode","collectionCode","catalogNumber","occurrenceID","materialSampleID","references","recordedBy","recordNumber","gbifID","fieldNumber","eventDate","locality","coordinateUncertaintyInMeters","habitat","verbatimDepth","samplingProtocol","occurrenceRemarks","individualCount","identifiedBy","iNaturalistTaxonId","iNaturalistTaxonName","decimalLatitude","decimalLongitude","dataset"
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2018-10-24_1m_1,,,,,4880032950,,2018-10-24,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2021-08-24_5m_1,,,,,4880032936,,2021-08-24,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2021-03-30_5m_1,,,,,4880032576,,2021-03-30,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2021-10-05_5m_1,,,,,4880032523,,2021-10-05,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2017-09-05_1m_1,,,,,4880032297,,2017-09-05,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2021-04-14_5m_1,,,,,4880032227,,2021-04-14,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2021-02-19_5m_1,,,,,4880031912,,2021-02-19,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2020-10-14_5m_1,,,,,4880031819,,2020-10-14,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2016-08-22_1m_1,,,,,4880031044,,2016-08-22,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2018-04-17_1m_1,,,,,4880031007,,2018-04-17,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2019-06-25_5m_1,,,,,4880030767,,2019-06-25,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2019-08-20_5m_1,,,,,4880030577,,2019-08-20,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2017-09-18_1m_1,,,,,4880030345,,2017-09-18,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2018-06-05_1m_1,,,,,4880030312,,2018-06-05,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2016-04-14_1m_1,,,,,4880030056,,2016-04-14,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2021-08-17_5m_1,,,,,4880029682,,2021-08-17,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2019-09-04_5m_1,,,,,4880029213,,2019-09-04,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2021-03-26_5m_1,,,,,4880029084,,2021-03-26,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2016-05-30_1m_1,,,,,4880029017,,2016-05-30,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2020-08-19_5m_1,,,,,4880028993,,2020-08-19,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2021-02-23_5m_1,,,,,4880028957,,2021-02-23,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2017-10-20_1m_1,,,,,4880028085,,2017-10-20,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2017-10-11_1m_1,,,,,4880027906,,2017-10-11,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2021-08-10_5m_1,,,,,4880027678,,2021-08-10,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2017-08-15_1m_1,,,,,4880027397,,2017-08-15,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2020-07-15_5m_1,,,,,4880027251,,2020-07-15,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2017-09-26_1m_1,,,,,4880025994,,2017-09-26,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2019-10-18_5m_1,,,,,4880025990,,2019-10-18,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2018-05-22_1m_1,,,,,4880025591,,2018-05-22,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2018-05-08_1m_1,,,,,4880025540,,2018-05-08,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2018-04-12_1m_1,,,,,4880025395,,2018-04-12,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2021-07-13_5m_1,,,,,4880025336,,2021-07-13,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2021-07-27_5m_1,,,,,4880024957,,2021-07-27,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2021-07-06_5m_1,,,,,4880024474,,2021-07-06,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2021-04-26_5m_1,,,,,4880024075,,2021-04-26,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2021-04-19_5m_1,,,,,4880023984,,2021-04-19,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2016-03-22_1m_1,,,,,4880023870,,2016-03-22,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
Asterionellopsis glacialis,428503,Hakai,,,Hakai_phyto_QU39_2018-10-30_1m_1,,,,,4880023826,,2018-10-30,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,428503,Asterionellopsis glacialis,50.0307,-125.0992,
