Taxon,Author,Author of Sub Species or Variety,Common Name,Kingdom,Phylum,Sub-phylum,Super-class,Class,Subclass,Super-order,Order,Sub-order,Super-family,Family,Subfamily,Origin,Status,Reporting,Documented,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,Catalogue Number,First Documented,Documenter,iNaturalist Link,iNaturalist photo,Notes,ID,Stats Code,,,,
Briza maxima,L.,,greater quaking grass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,exotic,SNA (2000),reported,undocumented,1988-06-28,Frank Lomer,UBC,UBC: V195475,,,,,,57157,,,,,
Brodiaea coronaria .,(Salisb.) Engl,,crown brodiaea,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,,native,S3S4 (2015),reported,undocumented,1975-07-06,Golden Stanley,RBCM,V083598,,,,,,57126,,,,,
Bromus carinatus ,Hook. & Arn.,,California brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,, ,Poales,,,Poaceae,Pooidiae,native,S5 (2015),reported,undocumented,1966-07-21,B. Fraser ,UBC,UBC: V158372,,,,,aka B. carinatus var. marginatus and B. marginatus,52700,,,,,
Bromus diandrus ,Roth,,great brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooidiae,exotic,SNA (2000) ,reported,undocumented,2006-05-27,Jeffery M. Saarela,UBC,UBC: V228355,,,,,,52702,,,,,
Bromus hordeaceus,L.,,common soft-brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooidiae,exotic,SNA,reported,undocumented,2006-05-27,Jeffery M. Saarela,UBC,UBC: V228357,,,,,,52703,,,,,
Bromus inermis ,Leyss.,,smooth brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooidiae,exotic,SNA (2000),reported,undocumented,1979-06-06,G.E. Bradfield,UBC,UBC: V190183,,,,,,75903,,,,,
Bromus racemosus,L.,,bald brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooidiae,native,SNA (2000),reported,undocumented,2015-05-30,Frank Lomer,UBC,UBC: V246599,,,,,,75909,,,,,
Bromus sterilis,L.,,barren brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooidiae,exotic,SNA (2019),reported,undocumented,1993-05-24,,RBCM,V182024,,,,,,57163,,,,,
Bromus tectorum,L.,,cheatgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,SNA (2000),confirmed,documented,2015-06-26,A. Lynn,2015 Squamish Bioblitz part of Whistler BB Bob Brett),,2019-05-28,judithofsquamish,https://www.inaturalist.org/observations/26097732,https://static.inaturalist.org/photos/40494378/medium.jpeg?1559275354,,58369,,,,,
Bromus vulgaris,(Hook.) Shear,,Columbia brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooidiae,native,S5 (2015) ,reported,undocumented,2015-05-30,Frank Lomer,UBC,UBC: V246601,,,,,,75915,,,,,
Buddleja davidii,Franch.,,butterfly bush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,exotic,SNA (2001)   ,confirmed,documented,2015-06-26,A. Lynn,2015 Squamish Bioblitz part of Whistler BB Bob Brett),,2017-09-24,thuja,https://www.inaturalist.org/observations/8075430,https://static.inaturalist.org/photos/10705104/medium.jpeg?1506284318,,75916,,,,,
Calamagrostis canadensis,(Michx.) P. Beauv.,,canadian bluejoint,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,native,S5 (2000),new 2018,documented,,,,,2018-05-30,judithofsquamish,https://www.inaturalist.org/observations/13098027,https://static.inaturalist.org/photos/19084801/medium.jpeg?1528073393,,75925,,,,,
Calamagrostis canadensis var. langsdorffii ,(Michx.) P. Beauv.,(Link) Inman,bluejoint reedgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,native,S5 (2000),reported,undocumented,1966-07-21,B. Fraser ,UBC,UBC: V158373,,,,,,80497,,,,,
Calamagrostis stricta subsp. inexpansa ,(Timm) Koeler,(A. Gray) C.W. Greene,slimstem reedgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,native,S5 (2000,reported,undocumented,1974-07-04,Charles E. Beil,UBC,UBC: V176166,,,,,,79649,,,,,
Calamagrostis stricta subsp. inexpansa ,(Timm) Koeler,(A. Gray) C.W. Greene,slimstem reedgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,native,S5 (2000,reported,undocumented,1974-07-04,Charles E. Beil,UBC,UBC: V176166,,,,,,79649,,,,,
Callitriche heterophylla var. heterophylla,Pursh,,northern water-starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,native,S2S3 (2000),reported,undocumented,1917-05-05,John Davidson,UBC,UBC: V43619,,,,,,75937,,,,,
Callitriche palustris,L.,,narrow-fruited water-starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,native,S5 (2015),confirmed,documented,1941-09-06,John W. Eastham,UBC,UBC: V7016,2019-08-20,judithofsquamish,https://www.inaturalist.org/observations/31387531,https://static.inaturalist.org/photos/49120820/medium.jpeg?1566625845,,75937,,,,,
Callitropsis nootkatensis,D. Don,,Nootka cypress,Plantae,Tracheophyta, ,,Pinopsida,,,Pinales,,,Cupressaceae,,native,S4 (2015),confirmed,documented,1986-02-12,Tom C. Wells ,UBC,UBC: V194548,2015-03-13,judithofsquamish,https://www.inaturalist.org/observations/5996321,https://static.inaturalist.org/photos/7498893/medium.jpeg?1493399234,,820904,,,,,
Caltha leptosepala,DC.,,white marsh marigold,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,native,S5 (2000),confirmed,documented,1971-08-02,C. J. Marchant,UBC,UBC: V183689,2017-07-02,judithofsquamish,https://www.inaturalist.org/observations/6940225,https://static.inaturalist.org/photos/8868890/medium.jpeg?1499318008,,64445,,,,,
Calypso bulbosa ,(L.) Oakes,,fairy slipper,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,,native,S5 (2000) ,reported,undocumented,1914-04-27,W. Taylor,UBC,UBC: V218590,,,,,,47215,,,,,
Calystegia sepium,(L.) R. Br.,,hedge bindweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Convolvulaceae,,exotic,SNA (2008),new 2018,documented,,,,,2018-08-23,benkeen,https://www.inaturalist.org/observations/15829795,https://static.inaturalist.org/photos/23665375/medium.jpg?1535071643,,57481,,,,,
Calystegia silvatica,(Kit.) Griseb. ,,large bindweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Convolvulaceae,,exotic,SNA (2008),new 2016,documented,,,,,2016-06-30,hillanddale,https://www.inaturalist.org/observations/9531708,https://static.inaturalist.org/photos/12998664/medium.jpg?1516399819,,75968,,,,,
Camassia leichtlinii ,(Baker) S. Wats.,,great camas,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,,native,S4 (2019) ,reported,undocumented,1993-05-24,,RBCM,V182029,,,,,CDC lists only C. leichtlinii ssp. suksdorfii,62218,,,,,
Campanula persicifolia,L.,,peach-leaved bellflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Campanulaceae,Campanuloideae,exotic,SNA (2001),new,documented,,,,,2018-06-25,thuja,https://www.inaturalist.org/observations/13835729,https://static.inaturalist.org/photos/20417475/medium.jpeg?1530123022,,159764,,,,,
Campanula rapunculoides,L.,,creeping bellflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Campanulaceae,Campanuloideae,exotic,SNA (2019),new 2019,documented,,,,,2019-08-19,gwenlh,https://www.inaturalist.org/observations/31244757,https://static.inaturalist.org/photos/48884611/medium.jpeg?1566410268,,85321,,,,,
Campanula rotundifolia,L.,,harebell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Campanulaceae,Campanuloideae,native,S5 (2015),confirmed,documented,1958-06-22,W.M. Bird,UBC,UBC: V80066,2017-09-05,judithofsquamish,https://www.inaturalist.org/observations/8896467,https://static.inaturalist.org/photos/11970616/medium.jpeg?1511365932,,62312,,,,,
Capnoides sempervirens,(L.) Pers.,,rock harlequin,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Fumarioideae,native,S5 (2015),confirmed,documented,1974-05-22,John Pinder-Moss,UBC,UBC: V156935,2006-06-06,hillanddale,https://www.inaturalist.org/observations/8553563,https://static.inaturalist.org/photos/11430312/medium.jpeg?1509291957,,204148,,,,,
Cardamine breweri ,S. Watson,,Brewer's bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,native,S4S5 (2015),confirmed,documented,2001-06-05,Frank Lomer,UBC,UBC: V235043,2019-10-04,judithofsquamish,https://www.inaturalist.org/observations/33995507,https://static.inaturalist.org/photos/53452916/medium.jpeg?1570421528,,76000,,,,,
Cardamine flexuosa,With.,,wavy bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,exotic,SNA (2006) ,new 2018,documented,,,,,2018-05-07,judithofsquamish,https://www.inaturalist.org/observations/12248067,https://static.inaturalist.org/photos/17607270/medium.jpeg?1525733980,,69636,,,,,
Cardamine hirsuta,L.,,hairy bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,exotic,SNA (2001),new 2018,documented,,,,,2018-03-31,judithofsquamish,https://www.inaturalist.org/observations/10542335,https://static.inaturalist.org/photos/14679903/medium.jpeg?1522560910,,55829,,,,,
Cardamine oligosperma,Nutt.,,little western bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,exotic,S5 (2015)  ,confirmed,documented,1939-04-01,J. Buckland,UBC,UBC: V12624,2019-02-24,benkeen,https://www.inaturalist.org/observations/20737116,https://static.inaturalist.org/photos/31972529/medium.jpg?1551041905,,52981,,,,,
Cardamine pensylvanica ,Muhl. ex Willd,,Pennsylvania bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,native,S5 (2015),reported,undocumented,1912-08-15,John Davidson,UBC,UBC: V12583,,,,,,76005,,,,,
Cardamine umbellata,Greene,,umbel bitter-cress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,native,S5 (2015),new 2018,documented,,,,,2018-08-29,judithofsquamish,https://www.inaturalist.org/observations/17455810,https://static.inaturalist.org/photos/26539558/medium.jpeg?1539404053,,359566,,,,,
Carex albonigra ,Mack.,,black-and-white sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015) ,reported,undocumented,1917-08-10,John Davidson,UBC,UBC: V234059,,,,,,76009,,,,,
Carex aquatilis var. dives ,Wahlenb.,(T. Holm) Kük.,Sitka sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,"not in CDC records, see 'notes'",confirmed,documented,1960-05-04,L. Orloci ,UBC,UBC: V90695,2017-06-25,judithofsquamish,https://www.inaturalist.org/observations/6803746,https://static.inaturalist.org/photos/8656291/medium.jpeg?1498446959,"recognized by NatureServe (has been updated from C. sitchensis), FNA & I.T.I.S.",80511,,,,,
Carex brunnescens brunnescens,(Pers.) Poir.,,brownish sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,native,S4 ,new 2018,documented,,,,,2018-07-21,judithofsquamish,https://www.inaturalist.org/observations/14706387,https://static.inaturalist.org/photos/21930666/medium.jpeg?1532485529,,234861,,,,,
Carex canescens,L.,,hoary sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,native,S5 (2006) ,confirmed,documented,1938-07-01,John W. Eastham,UBC,UBC: V13604,2019-06-13,citizen1,https://www.inaturalist.org/observations/27254184,https://static.inaturalist.org/photos/42386020/medium.jpg?1560922883,,76023,,,,,
Carex circinata ,C.A. Mey.,,coiled sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015) ,reported,undocumented,1969-09-05,Thomas C. Brayshaw ,UBC,UBC: V215338,,,,,,159912,,,,,
Carex exsiccata ,L.H. Bailey,,western inflated sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015) ,reported,undocumented,1960-06-07,L. Orloci,UBC,UBC: V90696,,,,,,76036,,,,,
Carex foenea ,Willd.,,straw sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5,reported,undocumented,1975-08-04,Vladimir J. Krajina,UBC,UBC: V205854,,,,,,204268,,,,,
Carex garberi ,Fernald,,elk sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015) ,reported,undocumented,1965-07-20,B. Fraser,UBC,UBC: V161042,,,,,,159956,,,,,
Carex hendersonii ,L.H. Bailey,,Henderson's sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015) ,reported,undocumented,2015-05-30,Frank Lomer,UBC,UBC: V246596,,,,,,76048,,,,,
Carex illota ,L.H. Bailey,,sheep sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015) ,reported,undocumented,1969-09-03,T. Christopher Brayshaw ,RBCM,V055042,,,,,,76053,,,,,
Carex kelloggii,W. Boot.,,Kellogg's sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,native,S5 (2019),new 2019,documented,,,,,2019-08-20,judithofsquamish,https://www.inaturalist.org/observations/31386711,https://static.inaturalist.org/photos/49119294/medium.jpeg?1566622706,,290553,,,,,
Carex laeviculmis,Meinsh.,,smooth-stemmed sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,native,S5 (2015),new 2018,documented,,,,,2018-06-10,judithofsquamish,https://www.inaturalist.org/observations/13346264,https://static.inaturalist.org/photos/19559343/medium.jpeg?1528754004,,76062,,,,,
Carex lenticularis dolia,(M.E. Jones) L.A. Standl.,,goose-grass Sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,native,S5? (2015),confirmed,documented,1969-09-03,T. Christopher Brayshaw,RBCM,V055043,2018-09-25,judithofsquamish,https://www.inaturalist.org/observations/17053747,https://static.inaturalist.org/photos/25804206/medium.jpeg?1538282720,,239791,,,,,
Carex lenticularis var. limnophila,(T. Holm) Cronquist ,,lagoon sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,S4S5 (2015) ,recorded,undocumented,1969-09-05,T. Christopher Brayshaw,RBCM,V055038,,,,,,80516,,,,,
Carex lenticularis lipocarpa,(T. Holm) L.A. Standl.,,lakeshore sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,native,S5 (2015) ,confirmed,documented,1969-09-23,T. Christopher Brayshaw ,RBCM,V055041,2017-07-30,judithofsquamish,https://www.inaturalist.org/observations/7359483,https://static.inaturalist.org/photos/9542030/medium.jpeg?1501944323,,80517,,,,,
Carex leporina ,L.,,oval sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),recorded,undocumented,1968-06-15,V. Bednar ,UBC,UBC: V134552,,,,,,76067,,,,,
Carex longii ,Mack.,,green-and-white sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,exotic,SNA (2012),recorded,undocumented,2004-07-25,Frank Lomer,UBC,UBC: V230059,,,,,,76073,,,,,
Carex luzulina ,Olney,,woodrush sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,SNA (2012),recorded,undocumented,1995-07-16,Gerald B. Straley,UBC,UBC: V210446,,,,,,76075,,,,,
Carex lyngbyei,Hornem.,,Lyngbye's sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,native,S5 (2015) ,confirmed,documented,1912-07-14,John Davidson,UBC,UBC: V42657,2015-05-14,judithofsquamish,https://www.inaturalist.org/observations/10496008,https://static.inaturalist.org/photos/14597542/medium.jpeg?1522360852,,76076,,,,,
Carex macloviana,d'Urv.,,Falkland Island Sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,native,S5 (2019),new 2019,documented,,,,,2019-07-02,judithofsquamish,https://www.inaturalist.org/observations/28253324,https://static.inaturalist.org/photos/44030557/medium.jpeg?1562362143,,160005,,,,,
Carex macrocephala,Willd. ex Spreng.,,large-headed sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,native,S4 (2015) ,new 2015,documented,,,,,2015-05-31,judithofsquamish,http://www.inaturalist.org/observations/4367519,https://static.inaturalist.org/photos/5233721/medium.jpeg?1476591120,,160006,,,,,
Carex macrochaeta,C.A. Mey.,,Alaska large awn sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,native,S5 (2015),confirmed,documented,1973-08-27,Vladimir J. Krajina,RBCM,V146392B,2018-07-03,judithofsquamish,https://www.inaturalist.org/observations/14267479,https://static.inaturalist.org/photos/21179687/medium.jpeg?1531337275,,160007,,,,,
Carex magellanica irrigua,Lam. (Wahlenb.) Hultén,,boreal bog sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,native,S5 (2015),confirmed,documented,2006-07-14,Terry Taylor,UBC,UBC: V222934,2019-07-01,judithofsquamish,https://www.inaturalist.org/observations/28255159,https://static.inaturalist.org/photos/44032540/medium.jpeg?1562363508,,199300,,,,,
Carex mertensii,Prescott ex Bong.,,Mertens' sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,native,S5 (2015),confirmed,documented,1913-08-07,John Davidson,UBC,UBC: V42545,2017-07-30,judithofsquamish,https://www.inaturalist.org/observations/7360860,https://static.inaturalist.org/photos/9544054/medium.jpeg?1501950968,,76078,,,,,
Carex microptera ,Mack.,,small-winged sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),recorded,undocumented,1957-09-11,Vernon C. Brink ,UBC,UBC: V210609,,,,,,76079,,,,,
Carex nigricans,C.A. Mey,,black alpine sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,native,S5 (2015) ,confirmed,documented,1969-09-03,Thomas C. Brayshaw,UBC,UBC: V215353,2014-06-28,judithofsquamish,https://www.inaturalist.org/observations/8461033,https://static.inaturalist.org/photos/11278188/medium.jpeg?1508380399,,76084,,,,,
Carex obnupta,L.H. Bailey,,slough sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,native,S5 (2019)  ,new 2019,documented,,,,,2019-12-28,benkeen,https://www.inaturalist.org/observations/37048702,https://static.inaturalist.org/photos/58667875/medium.jpeg?1577582168,,61000,,,,,
Carex pachystachya ,Cham. ex Steud.,,awl-fruited sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5,recorded,undocumented,1969-09-04,Thomas C. Brayshaw ,UBC,UBC: V215399,,,,,,76089,,,,,
Carex pauciflora,Lightf.,,few-flowered sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,native,S5 (2000),new 2019,documented,,,,,2019-07-01,judithofsquamish,https://www.inaturalist.org/observations/28058975,https://static.inaturalist.org/photos/43713957/medium.jpeg?1562079429,,62577,,,,,
Carex pendula ,Huds,,hanging sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,exotic,SNA (2013),recorded,undocumented,2000-05-03,Terry Taylor,UBC,UBC: V226430,,,,,,49365,,,,,
Carex phaeocephala ,Piper,,dunhead,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5,recorded,undocumented,1969-09-03,Thomas C. Brayshaw,UBC,UBC: V215394,,,,,,76093,,,,,
Carex preslii ,Steud.,,Presl's sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5,recorded,undocumented,2007-08-20,Hans Roemer,RBCM,V199077,,,,,,76096,,,,,
Carex micropoda,Wahlenb.,,Pyrenean sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),recorded,undocumented,1965-07-22,B. Fraser,UBC,UBC: V161040,,,,,herbarium record C. pyrenaica,520225,,,,,
Carex rossii ,Boott,,Ross' sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5,recorded,undocumented,1967-08-21,V. Bednar ,UBC,UBC: V161039,,,,,,76099,,,,,
Carex saxatilis,L.,,russet sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5,recorded,undocumented,1973-08-19,Adolf Ceska,RBCM,V178009,,,,,,160096,,,,,
Carex scirpoidea scirpoidea,Michaux,,Canadian single-spike sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,native,S4 (2000),new 2013,documented,,,,,2013-09-08,judithofsquamish,https://www.inaturalist.org/observations/32725312,https://static.inaturalist.org/photos/51345941/medium.jpeg?1568495893,,234898,,,,,
Carex spectabilis,Dewey,,showy sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,native,S5,confirmed,documented,1973-08-27,Vladimir J. Krajina,UBC,UBC: V150066,2017-09-26,judithofsquamish,https://www.inaturalist.org/observations/8274051,https://static.inaturalist.org/photos/10975567/medium.jpeg?1507243553,,76111,,,,,
