iNaturalist taxon name,iNaturalist taxon ID,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Taxon name,Origin,Status,Reporting Status,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Accession Number,iNaturalist Observation Link,iNaturalist Obs Photo Link,Notes,Critical Notes,Common name
Anthocoris antevolens,498349,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Cimicoidea,Anthocoridae,Anthocorinae,Anthocorini,Anthocoris,Anthocoris antevolens,Anthocoris antevolens,,not in CDC records,reported,1965-05-24,G.J. Spencer,SQUAMISH,,,SEM-UBC ANTH-0078,,,,,none
Anthocoris tomentosus,453779,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Cimicoidea,Anthocoridae,Anthocorinae,Anthocorini,Anthocoris,Anthocoris tomentosus,Anthocoris tomentosus,,not in CDC records,reported,1963-09-23,G.J. Spencer,SQUAMISH,,,SEM-UBC ANTH-0373,,,,,none
Anticlea vasiliata,215211,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Larentiini,Anticlea,Anticlea vasiliata,Anticlea vasiliata,Native,S4S5 (2017),new 2015,,,SQUAMISH,2015-04-04,elsemikkelsen,,https://www.inaturalist.org/observations/9176895,https://static.inaturalist.org/photos/12417229/medium.jpg?1513495444,,,variable carpet moth
Apamea amputatrix,213826,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Apameini,Apamea,Apamea amputatrix,Apamea amputatrix,Native,S4S5 (2017),new 2019,,,SQUAMISH,2019-07-30,benkeen,,https://www.inaturalist.org/observations/29873340,https://static.inaturalist.org/photos/46645555/medium.jpeg?1564517199,,,yellow-headed cutworm moth
Apamea unanimis,213861,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Apameini,Apamea,Apamea unanimis,Apamea unanimis,Exotic,SNA (2017),new 2019,,,SQUAMISH,2019-05-24,benkeen,,https://www.inaturalist.org/observations/25715653,https://static.inaturalist.org/photos/39861612/medium.jpeg?1558760244,,,small clouded brindle
Apamea vultuosa,213865,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Apameini,Apamea,Apamea vultuosa,Apamea vultuosa,Native,S4S5 (2017),new 2019,,,SQUAMISH,2019-06-06,benkeen,,https://www.inaturalist.org/observations/26536143,https://static.inaturalist.org/photos/41213448/medium.jpeg?1559884697,,,airy apamea moth
Aphodius congregatus,475710,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Aphodiinae,Aphodiini,Aphodius,Aphodius congregatus,Aphodius congregatus,,genus is in CDC records,reported,1981-08-01,R.J. Cannings,SQUAMISH,,,SEM-UBC COL-27510,,,original record Agoliinus congregatus ,,none
Apis mellifera,47219,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Apini,Apis,Apis mellifera,Apis mellifera,Exotic,SNA (2016) ,new 2018,,,SQUAMISH,2018-03-24,gwenlh,,https://www.inaturalist.org/observations/10402544,https://static.inaturalist.org/photos/14444046/medium.jpg?1521935915,,,western honey bee
Apotomis capreana,214030,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,Olethreutini,Apotomis,Apotomis capreana,Apotomis capreana,Native,SNR (2017) ,new 2019,,,SQUAMISH,2019-08-19,benkeen,,https://www.inaturalist.org/observations/31163234,https://static.inaturalist.org/photos/48747995/medium.jpeg?1566283115,,,sallow apotomis moth
Apteroloma caraboides,455075,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Agyrtidae,Pterolomatinae,,Apteroloma,Apteroloma caraboides,Apteroloma caraboides,Native,S3S5 (2017) ,reported,1984-05-27,B. Harrison,SQUAMISH,,,SEM-UBC COL-28991,,,,,none
Aquarius remigis,59651,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,Gerrinae,Gerrini,Aquarius,Aquarius remigis,Aquarius remigis,,not in CDC records,confirmed,1981-09-13,G.G.E. Scudder,SQUAMISH,2018-09-11,benkeen,SEM-UBC GER-0270,https://www.inaturalist.org/observations/7425969,https://static.inaturalist.org/photos/9649757/medium.jpg?1502312582,,,common water strider
Aradus heidemanni,1095143,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Aradoidea,Aradidae,,,Aradus,Aradus heidemanni,Aradus heidemanni,,not in CDC records,reported,1951-07-13,W. Cottle,SQUAMISH,,,SEM-UBC HET-4118,,,iNaturalist 322578-Aradus genus,,sp. of flat bug family
Archips rosana,214086,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Archipini,Archips,Archips rosana,Archips rosana,Exotic,SNA (2017) ,new 2019,,,SQUAMISH,2019-06-28,benkeen,,https://www.inaturalist.org/observations/27855555,https://static.inaturalist.org/photos/43384099/medium.jpeg?1561791934,,,rose tortrix moth
Athysanus argentarius,204626,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Deltocephalinae,Athysanini,Athysanus,Athysanus argentarius,Athysanus argentarius,,genus is in CDC records,new 2019,,,SQUAMISH,2019-07-11,benkeen,,https://www.inaturalist.org/observations/28651539,https://static.inaturalist.org/photos/44678067/medium.jpeg?1562897675,,,silver leafhopper
Atimia confusa,214583,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Spondylidinae,Atimiini,Atimia,Atimia confusa,Atimia confusa,Native,S4S5 (2017),confirmed,1961-09-15,"Foster, J.B.",SQUAMISH,2019-07-30,benkeen,SEM-UBC COL-08417,https://www.inaturalist.org/observations/29872910,https://static.inaturalist.org/photos/46645059/medium.jpeg?1564516896,,,none
Atylotus tingaureus,214629,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Tabanidae,Tabaninae,Tabanini,Atylotus,Atylotus tingaureus,Atylotus tingaureus,Native,S4 (2017) ,confirmed,1931-08-16,H.B. Leech,SQUAMISH,2019-08-25,kmfret,SEM-UBC TAB-0069,https://www.inaturalist.org/observations/32189103,https://static.inaturalist.org/photos/50459001/medium.jpeg?1567722411,,,none
Autographa ampla,214671,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,Plusiini,Autographa,Autographa ampla,Autographa ampla,Native,S4S5 (2017),new 2019,,,SQUAMISH,2019-06-28,benkeen,,https://www.inaturalist.org/observations/27855559,https://static.inaturalist.org/photos/43384108/medium.jpeg?1561791951,,,large looper moth
Autographa californica,121823,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,Plusiini,Autographa,Autographa californica,Autographa californica,Native,S4S5 (2017),confirmed,1927-08-14,not online,SQUAMISH,2019-05-11,benkeen,ENT991-094377,https://www.inaturalist.org/observations/24958060,https://static.inaturalist.org/photos/38610055/medium.jpg?1557609068,historical record: West Vancouver,,alfalfa looper
Autographa corusca,362247,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,Plusiini,Autographa,Autographa corusca,Autographa corusca,Native,S4S5 (2017),confirmed,1936-07-09,not online,SQUAMISH,2019-07-26,benkeen,ENT991-094121,https://www.inaturalist.org/observations/29623617,https://static.inaturalist.org/photos/46241972/medium.jpeg?1564210189,historical record: West Vancouver,,none
Autographa metallica,214674,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,Plusiini,Autographa,Autographa metallica,Autographa metallica,Native,S4S5 (2017),confirmed,1930-08-14,not online,SQUAMISH,2019-07-28,benkeen,ENT991-094501,https://www.inaturalist.org/observations/29742684,https://static.inaturalist.org/photos/46433984/medium.jpeg?1564351291,historical record: West Vancouver,,shanded gold spot
Banasa dimidiata,363224,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Pentatomini,Banasa,Banasa dimidiata,Banasa dimidiata,,not in CDC records,confirmed,1961-09-15,J.B. Foster,SQUAMISH,2019-06-24,judithofsquamish,SEM-UBC PEN-0321,https://www.inaturalist.org/observations/27606511,https://static.inaturalist.org/photos/42971351/medium.jpeg?1561426947,,,green burgundy stink bug
Banasa sordida,119735,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Pentatomini,Banasa,Banasa sordida,Banasa sordida,,not in CDC records,confirmed,1963-08-18,R. Taylor,SQUAMISH,2018-12-29,benkeen,SEM-UBC PEN-0436,https://www.inaturalist.org/observations/19300935,https://static.inaturalist.org/photos/29669562/medium.jpg?1546136728,,,none
Banksiola crotchi,214849,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Phryganeoidea,Phryganeidae,,,Banksiola,Banksiola crotchi,Banksiola crotchi,Native,S4S5 (2016) ,new 2019,,,SQUAMISH,2019-07-20,benkeen,,https://www.inaturalist.org/observations/29227537,https://static.inaturalist.org/photos/45606007/medium.jpeg?1563696406,,,none
Barypeithes pellucidus,214872,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Sciaphilini,Barypeithes,Barypeithes pellucidus,Barypeithes pellucidus,Exotic,SNA (2017),reported,1961-05-18,G.J. Spencer,SQUAMISH,,,SEM-UBC COL-25489,,,,,hairy spider weevil
Bembidion,555786,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Trechinae,Bembidiini,Bembidion,,Bembidion sp.,,genus is in CDC records,new 2019,,,SQUAMISH,2019-04-05,benkeen,,https://www.inaturalist.org/observations/22064998,https://static.inaturalist.org/photos/34170492/medium.jpg?1554515454,,,a genus of beetles
Besma quercivoraria,143610,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Ourapterygini,Besma,Besma quercivoraria,Besma quercivoraria,Native,S4S5 (2017),new 2019,,,SQUAMISH,2019-06-29,benkeen,,https://www.inaturalist.org/observations/27890004,https://static.inaturalist.org/photos/43438496/medium.jpeg?1561840194,,,oak besma moth
Biston betularia,143517,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Bistonini,Biston,Biston betularia,Biston betularia,Native,S4S5 (2017,new 2019,,,SQUAMISH,2019-06-05,benkeen,,https://www.inaturalist.org/observations/26474691,https://static.inaturalist.org/photos/41114074/medium.jpeg?1559788678,,,peppered moth
Bombus bifarius,1020324,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,Bombus bifarius,Bombus bifarius,Native,S5 (2016) ,new 2014,,,SQUAMISH,2014-07-25,elsemikkelsen,,https://www.inaturalist.org/observations/9235983,https://static.inaturalist.org/photos/12500697/medium.jpg?1513982460,,,black-notched bumble bee
Bombus flavifrons,119308,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,Bombus flavifrons,Bombus flavifrons,Native,S5 (2016,new 2017,,,SQUAMISH,2017-07-22,gwenlh,,https://www.inaturalist.org/observations/9724361,https://static.inaturalist.org/photos/13302814/medium.jpg?1517716404,,,yellow-fronted bumble bee
Bombus melanopygus,130222,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,Bombus melanopygus,Bombus melanopygus,Native,S5 (2016),confirmed,1937-05-29,not online,SQUAMISH,2018-03-31,judithofsquamish,ENT991-027198,https://www.inaturalist.org/observations/10528829,https://static.inaturalist.org/photos/14656306/medium.jpeg?1522518167,historical record: West Vancouver,,black-tailed bumble bee
Bombus mixtus,319125,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,Bombus mixtus,Bombus mixtus,Native,S5 (2016) ,confirmed,1934-07-30,not online,SQUAMISH,2018-06-03,sea2skynaturebc,ENT991-027242,https://www.inaturalist.org/observations/13080756,https://static.inaturalist.org/photos/19054753/medium.jpg?1528045104,historical record: West Vancouver,,fuzzy-horned bumble bee
Bombus occidentalis,82371,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,Bombus occidentalis,Bombus occidentalis,Native,S2S4 (2016),reported,1969-09-14,J. Kato,SQUAMISH,,,SEM-UBC HYM-3088,,,historical record Bowen Island,,none
Bombus sitkensis,142269,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,Bombus sitkensis,Bombus sitkensis,Native,S5 (2016),reported,1932-06-13,not online,SQUAMISH,,,ENT991-027093,,,historical record West Vancouver,,none
Bombus suckleyi,452445,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,Bombus suckleyi,Bombus suckleyi,Native,S3S4 (2016),reported,1969-05-31,not online,SQUAMISH,,,ENT991-027341,,,historical record Psithyrus suckleyi; Bowen Island,,Suckley's cuckoo bumblebee
Bombus vosnesenskii,57689,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,Bombus vosnesenskii,Bombus vosnesenskii,Native,S5 (2016) ,new 2019,,,SQUAMISH,2019-03-30,judithofsquamish,,https://www.inaturalist.org/observations/21794011,https://static.inaturalist.org/photos/33757588/medium.jpeg?1553975722,,,yellow-faced bumble bee
Bombylius major,51557,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,Bombylius major,Bombylius major,Native,S5 (2016),reported,1987-04-13,B. Elliot,SQUAMISH,,,SEM-UBC BOM-0433,,,,,green bee fly
Boreonectes griseostriatus,456162,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Dytiscoidea,Dytiscidae,Hydroporinae,Hydroporini,Boreonectes,Boreonectes griseostriatus,Boreonectes griseostriatus,,not in CDC records,reported,1955-08-08,R. Stace-Smith,SQUAMISH,,,SEM-UBC COL-32731,,,,,none
Boreus californicus,196696,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Mecoptera,,,Boreidae,,,Boreus,Boreus californicus,Boreus californicus,,not in CDC records,reported,1964-02-23,P.R. Grant,SQUAMISH,,,SEM-UBC MEC-0071,,,,,none
Boreus elegans,450463,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Mecoptera,,,Boreidae,,,Boreus,Boreus elegans,Boreus elegans,,not in CDC records,reported,1986-12-24,S.G. Cannings,SQUAMISH,,,SEM-UBC MEC-0050,,,,,none
Brachypalpus alopex,871285,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Milesiini,Brachypalpus,Brachypalpus alopex,Brachypalpus alopex,,not in CDC records,reported,1989-04-08,S.G. Cannings,SQUAMISH,,,SEM-UBC SYR-0010,,,,,none
Bruchidius villosus,386880,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Bruchinae,,Bruchidius,Bruchidius villosus,Bruchidius villosus,,genus is in CDC records,new 2018,,,SQUAMISH,2018-06-07,fmgee,,https://www.inaturalist.org/observations/13457027,https://static.inaturalist.org/photos/19753951/medium.jpeg?1529088640,,,broom seed beetle
Buenoa confusa,453810,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Notonectoidea,Notonectidae,Anisopinae,,Buenoa,Buenoa confusa,Buenoa confusa,,not in CDC records,reported,1961-08-25,G.G.E. Scudder,SQUAMISH,,,SEM-UBC NOT-0128,,,,,none
Buprestis aurulenta,215596,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Buprestoidea,Buprestidae,Buprestinae,Buprestini,Buprestis,Buprestis aurulenta,Buprestis aurulenta,Native,S5 (2017,confirmed,1961-07-16,G.J. Spencer,SQUAMISH,2016-07-25,fmgee,SEM-UBC COL-26544,http://inaturalist.ca/observations/3744644,https://static.inaturalist.org/photos/4354995/medium.jpeg?1469470773,,,golden buprestid beetle
Caenurgina erechtea,126640,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Erebinae,Euclidiini,Caenurgina,Caenurgina erechtea,Caenurgina erechtea,Native,S5 (2017) ,new 2019,,,SQUAMISH,2019-07-06,benkeen,,https://www.inaturalist.org/observations/28317868,https://static.inaturalist.org/photos/44132391/medium.jpeg?1562445692,,,forage looper moth
Callibaetis ferrugineus hageni,234684,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Ephemeroptera,,,Baetidae,,,Callibaetis,Callibaetis ferrugineus,Callibaetis ferrugineus hageni,Native,S4S5 (2016) at sp. level,new 2018,,,SQUAMISH,2018-08-28,judithofsquamish,,https://www.inaturalist.org/observations/16512993,https://static.inaturalist.org/photos/24854884/medium.jpeg?1536899741,,,none
Callicorixa vulnerata,498430,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Corixoidea,Corixidae,Corixinae,Corixini,Callicorixa,Callicorixa vulnerata,Callicorixa vulnerata,,not in CDC records,reported,2005-06-16,R.D. Kenner & J. Swann,SQUAMISH,,,SEM-UBC COR-1064,,,,,none
Calligrapha californica,215738,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Chrysomelinae,Chrysomelini,Calligrapha,Calligrapha californica,Calligrapha californica,Unknown,SU (2017) ,new 2018,,,SQUAMISH,2018-08-21,judithofsquamish,,https://www.inaturalist.org/observations/15823641,https://static.inaturalist.org/photos/23654396/medium.jpeg?1535057558,,,none
Calliphora vomitoria,70151,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Calliphoridae,Calliphorinae,,Calliphora,Calliphora vomitoria,Calliphora vomitoria,,not in CDC records,reported,1953-08-11,W.R.M. Mason,SQUAMISH,,,SEM-UBC CAL-0452,,,species name still valid (I.T.I.S.),,blue bottle fly
Callizzia amorata,174566,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Uraniidae,Epipleminae,,Callizzia,Callizzia amorata,Callizzia amorata,Native,S4S5 (2017) ,confirmed,1936-07-09,unrecorded online,SQUAMISH,2019-06-03,benkeen,ENT991-129192,https://www.inaturalist.org/observations/26372563,https://static.inaturalist.org/photos/40947501/medium.jpeg?1559626640,historical record West Vancouver,,gray scoopwing
Callophrys augustinus iroides,234694,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophrys,Callophrys augustinus,Callophrys augustinus iroides,Native,S5 (2013) ,confirmed,1935-05-14,unrecorded online,SQUAMISH,2015-05-01,elsemikkelsen,ENT991-120337,https://www.inaturalist.org/observations/19533548,https://static.inaturalist.org/photos/30062406/medium.jpg?1547050648,historical record West Vancouver,,western brown elfin
Callophrys eryphon,81967,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophrys,Callophrys eryphon,Callophrys eryphon,Native,S5 (2013),reported,1936-05-06,unrecorded online,SQUAMISH,,,ENT991-141259,,,historical record West Vancouver,,western pine elfin
Callophrys gryneus,84239,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophrys,Callophrys gryneus,Callophrys gryneus,Native,S4 (2013),new 2019,,,SQUAMISH,2019-05-04,judithofsquamish,,https://www.inaturalist.org/observations/24611625,https://static.inaturalist.org/photos/38055426/medium.jpeg?1557084297,,,juniper hairstreak
Camnula pellucida,155274,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Oedipodinae,Hippiscini,Camnula,Camnula pellucida,Camnula pellucida,Native,S5 (2012),new 2019,,,SQUAMISH,2019-08-17,benkeen,,https://www.inaturalist.org/observations/31006966,https://static.inaturalist.org/photos/48483274/medium.jpeg?1566068968,,,clear-winged grasshopper
Campaea perlata,81681,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Campaeini,Campaea,Campaea perlata,Campaea perlata,Native,S4S5 (2017),new 2013,,,SQUAMISH,2013-08-16,elsemikkelsen,,https://www.inaturalist.org/observations/9176926,https://static.inaturalist.org/photos/12417330/medium.jpg?1513495988,,,pale beauty
Camponotus modoc,68954,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,Camponotus modoc,Camponotus modoc,Native,S5 (2016),new 2015,,,SQUAMISH,2015-05-23,judithofsquamish,,https://www.inaturalist.org/observations/6016167,https://static.inaturalist.org/photos/7527455/medium.jpeg?1493511919,,,western carpenter ant
Capnia excavata,216031,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Plecoptera,Arctoperlaria,Nemouroidea,Capniidae,,,Capnia,Capnia excavata,Capnia excavata,Native,S4S5 (2017),reported,1982-05-15,S.G. Cannings,SQUAMISH,,,SEM-UBC PLE-0097,,,,,saddleback snowfly
