Group,Scientific.name,Taxonomic.level,Common.name ,Hulquminum.name.Thom.2011,Hulquminum.name.Luschim.2021,Alt.Hulquminum.name.Cowichan.dialect.1.Turner.2014,Alt.Hulquminum.name.Cowichan.dialect.2.Turner.2014,Alt.Hulquminum.name.Cowichan.dialect.3.Turner.2014,Alt.Hulquminum.name.Cowichan.dialect.4.Turner.2014,Alt.Hulquminum.name.Cowichan.dialect.5.Turner.2014,Alt.Hulquminum.name.Cowichan.dialect.meaning.Turner.2014,Alt.Hulquminum.name.upriver.Fraser.Turner.2014,Alt.Hulquminum.name.upriver.Fraser.2.Turner.2014,Alt.Hulquminum.name.upriver.Fraser.meaning.Turner.2014,Alt.Hulquminum.name.upriver.Fraser.meaning.2.Turner.2014,Alt.Hulquminum.name.Island.1.Turner.2014,Alt.Hulquminum.name.Island.2.Turner.2014,Alt.Hulquminum.name.Chilliwack.1.Turner.2014,Alt.Hulquminum.name.Chilliwack.1.meaning.Turner.2014,French.name.Thom.2011,Ecosystem.guide.content.Thom.2011,Ecosystem.guide.value.Fd.Thom.2011,Ecosystem.guide.value.Md.Thom.2011,Ecosystem.guide.value.Sp.Thom.2011,Ecosystem.guide.value.Mt.Thom.2011,Ecosystem.guide.value.Tr.Thom.2011,Ecosystem.guide.value.Id.Thom.2011,Turner 2014; Turner & Charlie (2021); Luschim 2021,Curator.notes
Marine Animals,Strongylocentrotus droebachiensis,species,green sea urchin,skw'itth'i',,,,,,,,,,,,,,,,l'oursin vert,"As little as 30 to 40 years ago, skw'itth'i' were common and plentiful enough that they could be found on rocky shores and in kelp beds in many areas in the Gulf Islands. Their diet is primarily kelp and other seaweeds. Skw'itth'i' was already getting scarce in the 1940s and were harvested by hand on low tides. Today it is a rare delicacy. To harvest skw'itth'i' today, you must travel to distant areas that have fast-moving waters. ",1,1,1,1,1,1,Thom 2011,
Marine Animals,Cryptochiton stelleri,species,gumboot chiton,ukws',,,,,,,,,,,,,,,,le chiton geant de pacifique,"Ukws' is a subtidal species found in rocky areas. They are the largest of the chitons. A large 'ukws' can be up to 35 cm long. There are specific cultural teachings about 'ukws' and when they are safe to eat, particularly in regards to age. Special care must be taken when preparing 'ukws' for cooking as they can be tough if cooked improperly. ",1,1,1,0,1,0,Thom 2011,
Marine Animals,Tresus,genus,horse clam,sweem,,,,,,,,,,,,,,,,la fausse-mactre,Sweem are found buried up to 1 metre deep in areas that are sandy with bits of gravel and broken shell mixed in. Sweem are easier to get in some areas and its taste may vary with where it's found as well. Sweem are more plentiful and accessible than pun'eq' but are not as tasty. They also dry well. ,1,1,0,1,1,0,Thom 2011,
Marine Animals,Hexagrammos decagrammus,species,kelp greenling,tth'umuqwa',,,,,,,,,,,,,,,,le sourcil de vareech,"Tth'umuqwa' is often found in rocky reef areas and kelp beds, in water 3 to 20 metres deep. It is one of the fish most likely to be seen in shallower waters in the Gulf Islands. The male and female are distinctly different in colouration, a difference that becomes more pronounced during mating season (male is brown with blue spots; female is golden-brown with reddish spots). Tth'umuqwa' is a food that is preferred by some but used only for bait by others. Tth'umuqwa' are often caught by spear by breaking open sea urchins under water, which then act as bait to attract Tth'umuqwa'. ",1,1,1,1,1,0,Thom 2011,
Marine Animals,Ophiodon elongatus,species,lingcod,eeyt,,,,,,,,,,,,,,,,la morue-lingue,Eeyt are large bottom fish that are most commonly found at or near reefs in areas with abundant food or areas with fast-moving water. You can catch 'Eeyt by fishing in the deeper water near a reef and working your way into shallower areas or vice versa. The largest fish were not always the preferred for eating. 'Eeyt were once plentiful and easily caught. A special wooden lure (s-keq'up) or live bait is used to lure them up from the bottom to a waiting spear thrown from a canoe or rocky shore. The lure is pushed down by pole then let go to draw fish up from the bottom. 'Eeyt are also caught by line and or reef net. ,1,1,1,1,1,0,Thom 2011,
Marine Animals,Ophiodon elongatus,species,lingcod eggs,xuy'xuy'tl,,,,,,,,,,,,,,,,les oeufs de morue-lingue,"Xuy'xuy'tl can be seen in white clusters in faster-moving sub-tidal waters throughout the Gulf Islands. Xuy'xuy'tl is usually harvested in water 3 to 5 metres deep. 'Eeyt create nests December to March, and the males often keep watch over the nest after the eggs are laid. Traditionally only a portion of the eggs are taken, using a three-pronged spear (shtl'e'lhunum') commonly used for harvesting many different kinds of seafood. People with special knowledge use xuy'xuy'tl to forecast or affect the weather. ",1,1,1,0,1,1,Thom 2011,
Marine Animals,Leukoma staminea,species,littleneck clam,skw'lhey,,,,,,,,,,,,,,,,la palourde du pacifique,"Skw'lhey are found in the midrange of a beach, in course sandy mud. It is one of the smaller clams (up to 6 cm in length) and can occur in large quantities relatively near the surface. Skw'lhey are a favourite for steaming. The juice from cooking is used as a preventative medicine.",1,1,0,0,1,0,Thom 2011,Thom (2011) lists Protothaca staminea
Marine Animals,Haliotis kamtschatkana,species,northern abalone,s-eyo',,,,,,,,,,,,,,,,l'ormeau nordique,"S-eyo' are found in rocky areas in fast-moving exposed waters, often well camouflaged by algae on their shells. S-eyo' is a threatened species due to past overharvesting, and harvesting s-eyo' is illegal. You can see the outline of the s-eyo' as one oblong bowl-like shell. If you are up close, you can sometimes see the filter holes that line one edge of the shell. S-eyo' has been used for trade–sometimes as far away as California. The differing colours of species from different areas had special uses; thick ones are often preferred and used for jewelery. Listed as ""threatened"" under SARA.",1,1,1,1,1,1,Thom 2011,
Marine Animals,Ostrea lurida,species,Olympia oyster,tl'uxwtl'uxw,,,,,,,,,,,,,,,,l'huitre creuse du pacifique/ l'huitre plate pacifique,"Tl'uxwtl'uxw are usually found on rocky beaches and can grow as large as 30-45 cm in length. The native Olympia oyster (Ostrea conchaphila) is much smaller in size (5-9 cm). Both oysters are intertidal but the Olympia oyster can be found as deep as 50 metres. Crassostrea gigas (Pacific oyster) was introduced to the West Coast in the early 1900s. Tl'uxw literally means ""hard"". Tl'uxwtl'uxw then translates as ""hard hard"". This is the name for the Olympia oyster but the name is now commonly used for the introduced Pacific oyster. Tl'uxwtl'uxw can be steamed, roasted and then dried, or eaten raw straight out of the shell. Listed as ""special concern"" under SARA.",1,1,1,1,1,0,Thom 2011,Thom (2011) cites Ostrea conchaphila; the native oyster in the northeast Pacific is Ostrea lurida (possibly described since Thom did his work?)
Marine Animals,Hippoglossus stenolepis,species,pacific halibut,stsa'tx,,,,,,,,,,,,,,,,le fletan du pacifique,"Once an important food source, stsa'tx is no longer a common species in the Gulf Islands. It is the largest of the flatfish, weighing up to 180 kg or more, although today they seldom reach a large size. Generally stsa'tx is a deeper water fish but if you knew where to go, you could find them at spearing depths (less than 5 metres). The largest stsa'tx are not always the preferred size to be caught. The meat can be smoked and dried to make a jerky that preserves quite well and has a great flavour. Stsa'tx are often speared or caught by hook and line. They were speared at night with no light, using the sparkles in saltwater to see the stsa'tx.",1,1,1,0,1,0,Thom 2011,
Marine Animals,Clupea pallasii,species,pacific herring,slhewut',,,,,,,,,,,,,,,,le hareng du pacifique,"Slhewut' have both resident and transient populations. They spawn in early spring in large schools and one can often see spawn in white clouds along the shallows. The gathering of seabirds, eagles and sea lions in an area can be a distinctive indicator of slhewut' and their spawn. Once a very abundant species and a very important resource, slhewut' is often caught using a special rake from either a canoe or–in certain fishing locations–from shore. An important resource, slhewut' are often smoked by hanging them on a stick like bananas.",1,1,0,1,1,1,Thom 2011,
Marine Animals,Magallana gigas,species,Pacific oyster,tl'uxwtl'uxw,,,,,,,,,,,,,,,,l'huitre creuse du pacifique/ l'huitre plate pacifique,"Tl'uxwtl'uxw are usually found on rocky beaches and can grow as large as 30-45 cm in length. The native Olympia oyster (Ostrea conchaphila) is much smaller in size (5-9 cm). Both oysters are intertidal but the Olympia oyster can be found as deep as 50 metres. Crassostrea gigas (Pacific oyster) was introduced to the West Coast in the early 1900s. Tl'uxw literally means ""hard"". Tl'uxwtl'uxw then translates as ""hard hard"". This is the name for the Olympia oyster but the name is now commonly used for the introduced Pacific oyster. Tl'uxwtl'uxw can be steamed, roasted and then dried, or eaten raw straight out of the shell. Listed as ""special concern"" under SARA.",1,1,1,1,1,0,Thom 2011,
Marine Animals,Pandalus platyceros,species,pacific prawn,mam'ul / maal-mul',,,,,,,,,,,,,,,,la crevette tachetee,"Mam'ul' (prawns, generically, are called maal-mul') are generally found in rocky habitats, in the deeper waters (adults prefer 70-90 metres) off of the Gulf Islands. They are the largest of the North Pacific shrimp species, and can reach a length of up to 25 cm. The Hul'q'umi'num name for prawn has been documented but requires future corroboration. ",1,1,0,0,1,1,Thom 2011,
Marine Animals,Littorinidae,family,periwinkles,tth'uqw'iye,,,,,,,,,,,,,,,,l'escargot/ le bigorneau,"Tth'uqw'iye are found in shallow rocky areas and are common throughout the Gulf Islands. Tth'uqw'iye can be used as food, a flavour additive or as survival food. ",1,0,1,0,0,0,Thom 2011,Thom (2011) lists 'periwinkles and snails'; here divided into two rows
Marine Animals,Oncorhynchus gorbuscha,species,pink salmon,haan,,,,,,,,,,,,,,,,le saumon rose,"Haan live only two years, starting the return trip to their spawning grounds after only 18 months in the ocean. On average, haan are a small salmon (1-2.5 kg), recognizable by their small scales and the black spots on the tail and upper body. Males develop a humped back during spawning migration. After hatching, fry head downstream to the ocean right away. Shallow inshore and freshwater estuaries are important habitat for juveniles. Haan is leaner than other salmon species and easier to preserve. Haan are not a commercial species as they are harder to process because the meat goes soft and mushy very easily. Haan has been fished by Cowichan as far up the Fraser as Yale. Like thuqi', haan is present in the Cowichan River system; they were once rare in the Cowichan River, but are now found in huge numbers. ",1,1,0,0,1,0,Thom 2011,
Marine Animals,Siliqua patula,species,razor clam,p'ulq'i'us,,,,,,,,,,,,,,,,le couteau du pacifique,"Although it looks much like a small sweem, p'ulq'us is usually found higer up in the intertidal zone. They often occur in areas where there is freshwater influence and/or muddy substrate. P'ulq'us is not generally a preferred food and is often thought ot only as a survival food–a food that is often left in an area to be harvested only when needed, as in an emergency. ",1,0,0,0,0,0,Thom 2011,
Marine Animals,Cancer productus,species,red rock crab,kwakwatl'shun,,,,,,,,,,,,,,,,le tourteau rouge du pacifique,"Kwakwatl'shun can be caught along the beach in wading depth much more readily than ey'x. If you are trapping in shallow waters, kwakwatl'shun can be caught as a bycatch. Kwakwatl'shun does not have as much meat for the effort as ey'x but it is easier to find. Although kwakwatl'shun is not generally one of the preferred species, it is sometimes eaten in times of need. ",1,0,0,0,0,0,Thom 2011,
Marine Animals,Sebastes ruberrimus ,species,red snapper ,tuqwtuqw,,,,,,,,,,,,,,,,le sebaste a queue jaunne,"Tuqwtuqw–like stsa'tx–are now rare in the Gulf Islands. Tuqwtuqw are a solitary, deep-water fish (found at depths of 100-200 metres) found in good feeding areas. They can weigh up to 4 kg and live for up to 50 years. For many people, tuqwtuqw is a real delicacy. Traditionally they are harder to catch as they are usually found in much deeper waters. People who prefer tuqwtuqw and are good fisherman know special areas to find them in shallower, more accessible waters. Their internal organs are also used for bait. ",1,1,0,1,1,0,Thom 2011,
Marine Animals,Sebastes,genus,Rockfish (in general),t'q'as,,,,,,,,,,,,,,,,le sebaste,"T'q'as are mostly found in rocky areas, bays and kelp beds although some are found farther offshore at depths up to 1500 metres. T'q'as is a general name for all rockfish. Rockfish are caught using reef nets, lure and spear. They are also by-catch on hook and line. Listed as ""special concern"" under SARA; rockfish conservation areas are in place in the waters of our region.",1,1,1,1,1,0,Thom 2011,
Marine Animals,Mesocentrotus franciscanus,species,sea urchins (red & purple),xihwu,,,,,,,,,,,,,,,,"l'oursin (rouge, pourpre)","Xihwu (red sea urchins) occur in areas of good water flow and at depths greater than 3 m. Xihwu prefer rocky areas (often with drop-offs), ledges and areas next to bull kelp beds. Xihwu feed on various kinds of kelp but prefer the base of q'am'. The purple ones are found in rocky surf zones on the west coast of Vancouver Island, often in small holes they carve into the soft sandstone bedrock. The holes make it necessary to use a pointed object to extract the small tennis ball-sized urchins from their protective substrate. Xihwu is a delicacy and is harvested using a 3-pronged spear or rake, although they can often be found in more accessible areas at lower tides. Xihwu are thin-shelled and can be either eaten or used for bait. You can spear them in the water and break them open underwater to attract fish which can then be speared. Purple sea urchins are a rare delicacy that have a sweet taste much like the skw'itth'i' found in the inside waters. ",1,1,1,1,0,0,Thom 2011,
Marine Animals,Gastropoda,class,snails,tth'uqw'iye,,,,,,,,,,,,,,,,l'escargot/ le bigorneau,"Tth'uqw'iye are found in shallow rocky areas and are common throughout the Gulf Islands. Tth'uqw'iye can be used as food, a flavour additive or as survival food. ",1,0,1,0,0,0,Thom 2011,Thom (2011) lists 'periwinkles and snails'
Marine Animals,Oncorhynchus nerka,species,sockeye salmon,thuqi',,,,,,,,,,,,,,,,le saumon rouge,"Thuqi' can be found in the Gulf Islands before they start up the Fraser River. Catching thuqi' in the Gulf Islands early in the season is a great advantage. Fishing in areas such as the waters west of Pender Island mean that we can supply salmon to other communities before thuqi' began running into the river systems. Thuqi' caught by trolling, traps and nets, are often smoked and used for community purposes or traded. Hul'q'umi'num people often traded smoked sockeye salmon to the mainland. Thuqi' is one of the richer salmon species and more care is required when smoking them. There are three ways to dry salmon: sh-shamus (lightly smoked); s-ts'ehw (smoked really dry); and s-t-eel (cut a certain way to make very thin, so as to dry more easily). ",1,1,0,1,1,0,Thom 2011,
Marine Animals,Oncorhynchus tshawytscha,species,spring salmon,stth'a'qwi',,,,,,,,,,,,,,,,le saumon quinnat,"One of the first salmon to head up-river (they used to arrive in Cowichan in early May each year), stth'a'qwi' have suffered dramatic over-fishing and as a result no longer arrive in spring time. Stth'a'qwi' do not generally arrive to lay their eggs until mid to late summer. Stth'a'qwi' spawn in the upper reaches of river systems. Smaller or medium-sized stth'a'qwi' are preferred for their taste. Stth'a'qwi' that have traveled up river become dark or black and are called si-ne'uts. Because these fish are not as rich or fat, they are preferred for smoking. Stth'a'qwi' from the Shaw Creek area are sought after for this reason. The skin of larger stth'a'qwi' can be used for raincoats because of their size and waterproof nature. ",1,1,1,1,1,0,Thom 2011,
Marine Animals,Platichthys stellatus,species,starry flounder,p'uwi',,,,,,,,,,,,,,,,le flet etoile,"At 25 to 45 cm long, p'uwi' is larger than lhumuq'e. P'uwi' is also darker in coloration, with a dark grey to dark green upper body and a white underbelly. The lateral (side) fins have black and white stripes that help to differentiate them from other similar species. P'uwi' is an important food species that can be caught at times when salmon is not available. P'uwi' are often caught with a spear or hook and line. ",1,1,0,0,1,0,Thom 2011,
Marine Animals,Oncorhynchus mykiss,species,steelhead,s-xuw'q'um' / sh-ya',,,,,,,,,,,,,,,,le truite arc-en-ciel,"S-xuw'q'um' (sh-ya') are actually a sea-run kw'suts that return to the rivers from the ocean during the winter high waters. As the high waters flood the river system creating clouded waters, s-xuw'q'um are most often caught by hook and line. S-xuw'q'um is the name for the fish when they are fresh and silver. Sh-ya' refers to the fish when they are getting silver and returning to the sea. The name sh-ya' comes from the word ya'thut, which translates literally to 'back up'. Sh'ya' are the only trout to go out to sea and then come back up the river to spawn. They are a type of rainbow trout. ",1,1,1,0,1,0,Thom 2011,
Marine Animals,Embiotoca lateralis,species,striped seaperch,wiitsi',,,,,,,,,,,,,,,,Le ditreme raye,"Wiitsi' is a colourful surfperch with orange and blue stripes. Its preferred habitats are reefs, piers and kelp beds. Wiitsi' is one of the largest members of the perch family. They are often caught near rocky shores in places that have nearby sand or gravel beaches where you can use beach seine nets. ",1,1,0,0,1,0,Thom 2011,
Marine Animals,Hypomesus pretiosus,species,surf smelt,stsa'kwum,,,,,,,,,,,,,,,,l'eperlan argente,Stsa'kwum were at one time much more numerous but can still be found in inshore areas as well as deep water. They come into extreme shallow water on fine gravel beaches to spawn. They can spawn almost year round but most commonly spawn in winter and in summer. They are an important food for stsa'tx and the salmon species. Stsa'kwum is a fish that can be eaten fresh or smoked. The name stsa'kwum comes from the word tsam–which means to go uphill. This come from the spawning activity of stsa'kwum. They swim up the beach to spawn on the sand or fine gravel. ,1,1,0,0,1,0,Thom 2011,
Marine Animals,Oncorhynchus,species,trout (in general),kw'suts,,,,,,,,,,,,,,,,la truite,"Each trout species has its own specific type of habitat but kw'suts can be found in all reaches of the rivers and small connecting streams. Kw'suts, like the'wun, suffer from habitat loss and are not nearly as numerous or as sizeable as they once were. It was once considered the norm to find kw'suts in small creeks that would reach up to a metre in size. Kw'suts is the general term used for the various trout species except steelhead. Kw'suts are considered very important at times of the year when it was not possible to harvest salmon or other food resources. Kw'suts re often found in side channels and the higer reaches of rivers that are not as affected as the main channel of a river during floods.",1,1,0,0,1,0,Thom 2011,
Marine Animals,Acipenser transmontanus,species,white sturgeon,qwtaythun,,,,,,,,,,,,,,,,l'estrgeon blanc,"Qwtaythun are found in flat bottom areas especially in estuaries or areas where a steady flow or current creates a ready food source. They are often caught in river systems but may be caught in the ocean as well. Qwtaythun are a delicacy, and are sometimes seen in the Cowichan River system but more commonly in the Fraser River. Qwtaythun in the Cowichan River are seen in the spring and summer. Qwtaythun are also taken as bycatch in the same areas fished for q'eq'o'. ",1,1,1,0,1,0,Thom 2011,
Miscellaneous,Ariolimax columbianus,species,banana slug,q'iyatl'un,,,,,,,,,,,,,,,,la limace terrestre,"Q'iyatl'un is usually found on moist forest floors but can venture further when it is raining or quite wet. It works as a decomposer, eating leaves, animal droppings and dead plant material, and recycling it into the soil. The mucous from q'iyatl'un can be used to treat warts; it may take several applications. Q'iyatl'un can also be used to treat open wounds. ",0,1,1,0,0,0,Thom 2011,
Miscellaneous,Apocrita,suborder,beehives and wasp nests,sum'sum'-ay'elu,,,,,,,,,,,,,,,,les ruches et les guêpiers,"Sum'sum'-ay'elu can be found in mixed forests, thickets, mixed scrub and in or near houses and sheds. Sum'sum'-ay'elu make paper-like nests from clays and soils. The nests are usually suspended above ground but some species prefer to build them underground or in rotted logs and stumps. The outer paper material from the sum'sum'-ay'elu is valued for cultural purposes and the larvae can be used for bait. The general name now used for bees and wasps is sum'suma'yu. ",0,1,1,1,1,1,Thom 2011,
Miscellaneous,Sauria,clade,lizards,pi't-shun,,,,,,,,,,,,,,,,le lézard,"Pi't-shun is a long-bodied lizard, brown in colour with a pale underside. It can reach 20 cm in length. It generally prefers drier areas such as Garry Oak meadows but can often be found in riparian areas along rivers and creeks if there are outcrops where they can pull to bask in the sun. Pi't-shun runs very quickly and often disappears into grassy or rocky areas with the slightest sound. Pi't-shun have strong medicinal/spiritual values but are not commonly used today. ",0,1,1,0,0,0,Thom 2011,
Miscellaneous,Caudata,order,salamanders (in general),hwukw'netsum,,,,,,,,,,,,,,,,les salamandres,"Hwukw'netsum can be found in a variety of habitats depending on species, time of year and water sources. Moist or wet areas, ponds and creeks are generally preferred but hwukw'netsum can be found on forest bottoms, within rotted logs and even in tree canopies. The name hwukw'netsum was used for a type of salamander that no longer exists that had no back legs and used to 'drag its behind' which is referred to in the name. This name is now used for salamanders and newts in general. ",0,0,1,0,0,0,Thom 2011,
