Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting,Documenting,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Documented,Documenter,iNaturalist Link,Notes,ID,Stats Code
Pylaiella sp.,,,brown tuft,Chromista,Ochrophyta,,,Phaeophyceae,,,Ectocarpales,,,Acinetosporaceae,,,Pylaiella,unlisted,unlisted,reported,unobserved,2006-06-30,Andy Lamb & Donna Gibbs,PMLS,,,,,,reported as Pilayella sp.,202294,ALG
Analipus japonicus,(Harvey) M.J.Wynne,,bottlebrush seaweed,Chromista,Ochrophyta,,,Phaeophyceae,,,Ectocarpales,,,Chordariaceae,,,Analipus,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25860485,,130230,ALG
Leathesia marina,(Lyngbye) Decaisne,,sea cauliflower,Chromista,Ochrophyta,,,Phaeophyceae,,,Ectocarpales,,,Chordariaceae,,,Leathesia,unlisted,unlisted,new 2015,observed,,,,,,2015-08-28,Lauren Magner,http://www.inaturalist.org/observations/3636580,,502380,ALG
Melanosiphon intestinalis,(De A.Saunders) M.J.Wynne,,twisted sea tubes,Chromista,Ochrophyta,,,Phaeophyceae,,,Ectocarpales,,,Chordariaceae,,,Melanosiphon,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25859913,,345332,ALG
Ectocarpus sp.,,,brown tuft,Chromista,Ochrophyta,,,Phaeophyceae,,,Ectocarpales,,,Ectocarpaceae,,,Ectocarpus,unlisted,unlisted,reported,unobserved,2006-06-30,Andy Lamb & Donna Gibbs,PMLS,,,,,,,182843,ALG
Fucus distichus,L.,,rockweed,Chromista,Ochrophyta,,,Phaeophyceae,,,Fucales,,,Fucaceae,,,Fucus,unlisted,unlisted,confirmed,observed,1994-09-10,Andy Lamb & Donna Gibbs,PMLS,,,2014-02-11,lhurteau,https://www.inaturalist.org/observations/16788084,syn. Fucus distichus ssp. evanescens,69155,ALG
Sargassum muticum,(Yendo) Fensholt,,wireweed,Chromista,Ochrophyta,,,Phaeophyceae,,,Fucales,,,Sargassaceae,,,Sargassum,unlisted,unlisted,confirmed,observed,1977-11-27,Michael W. Hawkes,UBC,A57506,,2015-08-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3735153,,130177,ALG
Stephanocystis geminata,"(C.Agardh) Draisma, Ballesteros, F.Rousseau & T.Thibaut",,northern bladder chain,Chromista,Ochrophyta,,,Phaeophyceae,,,Fucales,,,Sargassaceae,,,Stephanocystis,unlisted,unlisted,reported,unobserved,2006-09-28,Andy Lamb & Donna Gibbs,PMLS,,,,,,reported as Cystoseira geminata,866748,ALG
Agarum clathratum,Dumortier,,sea colander kelp,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Agaraceae,,,Agarum,unlisted,unlisted,reported,unobserved,2016-01-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,"has been recorded from the area as A. cribrosum, species distribution includes Galiano",182956,ALG
Neoagarum fimbriatum,(Harvey) H.Kawai & T.Hanyuda,,fringed sea colander kelp,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Agaraceae,,,Neoagarum,unlisted,unlisted,confirmed,observed,1994-10-07,Andy Lamb & Donna Gibbs,PMLS,,,2019-05-05,Bridgette Clarkston,https://www.inaturalist.org/observations/25927070,,895193,ALG
Alaria marginata,Postels & Ruprecht,,winged kelp,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Alariaceae,,,Alaria,unlisted,unlisted,confirmed,observed,1996-09-28,Andy Lamb & Donna Gibbs,PMLS,,,2016-07-18,Andrew Simon,https://www.inaturalist.org/observations/3701137,common and has been recorded from here,124814,ALG
Pleurophycus gardneri,Setchell & Saunders ex Tilden,,broad-rib kelp,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Alariaceae,,,Pleurophycus,unlisted,unlisted,reported,unobserved,2006-09-29,Andy Lamb & Donna Gibbs,PMLS,,,,,,species distribution includes Salish Sea; authority added,429872,ALG
Pterygophora californica,Ruprecht,,old growth kelp,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Alariaceae,,,Pterygophora,unlisted,unlisted,reported,unobserved,1994-02-26,Andy Lamb & Donna Gibbs,PMLS,,,,,,species distribution includes Salish Sea; authority added,124146,ALG
Costaria costata,(C. Agardh) De A. Saunders,,seersucker kelp,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Laminariaceae,,,Costaria,unlisted,unlisted,confirmed,observed,1993-05-09,Andy Lamb & Donna Gibbs,PMLS,,,2017-04-08,Tyrel Froese,https://www.inaturalist.org/observations/5620533,,125877,ALG
Cymathaere triplicata,(Postels & Ruprecht) J.Agardh,,three-ribbed kelp,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Laminariaceae,,,Cymathaere,unlisted,unlisted,reported,unobserved,2008-08-29,Andy Lamb & Donna Gibbs,PMLS,,,,,,"Possible, no photo to check",429947,ALG
Laminaria setchellii,P.C.Silva,,split kelp,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Laminariaceae,,,Laminaria,unlisted,unlisted,reported,unobserved,2008-04-27,Andy Lamb & Donna Gibbs,PMLS,,,,,,"No UBC accession or iNat record to check, but species distribution includes Galiano; authority added",81896,ALG
Saccharina latissima,"(L.) C.E. Lane, C. Mayes, Druehl & G.W. Saunders",,sugar wrack kelp,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Laminariaceae,,,Saccharina,unlisted,unlisted,confirmed,observed,1986-05-25,O. Kaddatz,UBC,A80341,,2016-07-11,Adam Huggins,http://www.inaturalist.org/observations/3684442,,130231,ALG
Lessoniopsis littoralis,(Farlow & Setchell ex Tilden) Reinke,,strap kelp,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Lessoniaceae,,,Lessoniopsis,unlisted,unlisted,reported,unobserved,1996-02-24,Andy Lamb & Donna Gibbs,PMLS,,,,,,species distribution includes San Juan Islands so is plausible; authority added,464963,ALG
Nereocystis luetkeana,(K.Mertens) Postels & Ruprecht,,bull kelp,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Lessoniaceae,,,Nereocystis,unlisted,unlisted,confirmed,observed,1985-07-29,Andy Lamb & Donna Gibbs,PMLS,,,2015-08-28,Lauren Magner,http://www.inaturalist.org/observations/3735010,,120499,ALG
Colpomenia peregrina,Sauvageau,,round brown bag,Chromista,Ochrophyta,,,Phaeophyceae,,,Scytosiphonales,,,Scytosiphonaceae,,,Colpomenia,unlisted,unlisted,confirmed,observed,2006-09-28,Andy Lamb & Donna Gibbs,PMLS,,,2015-08-28,Lauren Magner,https://www.inaturalist.org/observations/3734842,,129737,ALG
Petalonia fascia,(O.F.Müller) Kuntze,,false kelp,Chromista,Ochrophyta,,,Phaeophyceae,,,Scytosiphonales,,,Scytosiphonaceae,,,Petalonia,unlisted,unlisted,new 2019,observed,,,,,,2019-05-05,Bridgette Clarkston,https://www.inaturalist.org/observations/25861435,,117816,ALG
Scytosiphon lomentaria,(Lyngbye) Link,,beanweed,Chromista,Ochrophyta,,,Phaeophyceae,,,Scytosiphonales,,,Scytosiphonaceae,,,Scytosiphon,unlisted,unlisted,new 2017,observed,,,,,,2017-04-08,Tyrel Froese,https://www.inaturalist.org/observations/5620546,,182932,ALG
Anthoceros fusiformis,Austin,,dotted hornwort,Plantae,Anthocerotophyta,,,Anthocerotopsida,,,Anthocerotales,,,Anthocerotaceae,,,Anthoceros,native,S3S4 (2020),confirmed,observed,1962-06-04,Frank M. Boas & Wilfred B. Schofield,WTU,B-010848,,2018-04-01,Andrew Simon,https://www.inaturalist.org/observations/13879380,Reported as Anthoceros punctatus; Check: Schofield’s report of Anthoceros punctatus is likely in error,56326,BRY
Aulacomnium androgynum,(Hedw.) Schwägr.,,lover’s moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Aulacomniaceae,,,Aulacomnium,native,S5 (2015),confirmed,observed,2017-05-13,"Olivia Lee, Steve Joya, Andrew Simon & Scott Gilmore",UBC,B213486,,2015-03-21,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2608820,,124384,BRY
Aulacomnium palustre,(Hedw.) Schwägr.,,bog groove-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Aulacomniaceae,,,Aulacomnium,native,S5 (2015),confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2020-05-07,Andrew Simon,https://www.inaturalist.org/observations/45205086,,154189,BRY
Anacolia menziesii,(Turner) Paris,,Menzies’ Anacolia moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bartramiaceae,,,Anacolia,native,S4S5 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-03-30,Andrew Simon,https://www.inaturalist.org/observations/5537829,,128572,BRY
Philonotis capillaris,Lindb.,,apple-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bartramiaceae,,,Philonotis,native,S4 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-12-31,Andrew Simon,https://www.inaturalist.org/observations/9328978,,123642,BRY
Philonotis fontana,(Hedw.) Brid.,,fountain apple-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bartramiaceae,,,Philonotis,native,S5,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-03-30,Andrew Simon,https://www.inaturalist.org/observations/5922794,,133809,BRY
Bryum argenteum,Hedw.,,silvergreen threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Bryum,native,S4S5 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-03-04,Andrew Simon,https://www.inaturalist.org/observations/5227998,,123390,BRY
Bryum canariense,,,robust threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Rosulabryum,native,S4S5 (2015),new 2017,observed,,,,,,2017-02-11,Andrew Simon,https://www.inaturalist.org/observations/5095101,,481178,BRY
Bryum dichotomum,,,gemmate threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Gemmabryum,native,S4? (2015),reported,unobserved,1962-06-04,Wilfred B. Schofield,UBC,B111043,,,,,"reported as Bryum bicolor; McClude Road, base of Quadra Hill; near Sturdies Bay",539713,BRY
Bryum erythroloma,(Kindb.) J.R. Spence,,,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Rosulabryum,native,S2S3 (2011),new 2020,observed,,,,,,2020-04-30,Andrew Simon,https://www.inaturalist.org/observations/44442516,,520737,BRY
Epipterygium tozeri,(Grev.) Lindb.,,Tozer’s transparent thread-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Epipterygium,native,S3S4 (2015),confirmed,observed,1962-06-03,Wilfred B. Schofield & F. M. Boas,UBC,B3066,,2020-04-30,Andrew Simon,https://www.inaturalist.org/observations/44459129,Bodega Ridge; damp roadside,67875,BRY
Gemmabryum sp.,,,,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Gemmabryum,,,new 2020,observed,,,,,,2020-05-07,chlorophilia,https://www.inaturalist.org/observations/45245278,,68096,BRY
Imbribryum miniatum,(Lesq.) J.R. Spence,,red threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Imbribryum,native,S4S5 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-03-12,Andrew Simon,https://www.inaturalist.org/observations/5296349,,538114,BRY
Imbribryum torenii,J.R. Spence & Shevock,,threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Imbribryum,native,unlisted,new 2017,observed,,,,,,2017-03-04,Steve Joya & Andrew Simon,https://www.inaturalist.org/observations/22644618,,622988,BRY
Pohlia annotina,(Hedw.) Lindb.,,pale-fruited threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Pohlia,native,S4 (2015),reported,unobserved,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B151533,,,,,"S Strait of Georgia, McLure Road, near Quadra Hill",167124,BRY
Ptychostomum capillare,(Hedw.) D. T. Holyoak & N. Pedersen,,capillary threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Ptychostomum,native,S4S5 (2015),confirmed,observed,2014,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2016-12-22,Andrew Simon,https://www.inaturalist.org/observations/4838174,,1121982,BRY
Ptychostomum pseudotriquetrum,(Hedwig) J. R. Spence & H. P. Ramsay ex Holyoak & N. Pedersen,,threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Ptychostomum,native,S5 (2015),confirmed,observed,2017-05-13,Olivia Lee,UBC,B233234,,2016-10-23,Andrew Simon,http://www.inaturalist.org/observations/4425667,,68300,BRY
Ptychostomum torquescens,,,twisted threadmoss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Rosulabryum,native,S4S5 (2011),reported,unobserved,1962-06-03,Wilfred B. Schofield,UBC,B103508,,,,,,466642,BRY
Leucolepis acanthoneura,(Schwägr.) Lindb.,,Menzies' tree moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,,Leucolepis,native,S5? (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-21,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2608775,,120870,BRY
Mnium spinulosum,Bruch & Schimp.,,red-mouthed leafy-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,,Mnium,native,S5 (2015),new 2018,observed,,,,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",https://www.inaturalist.org/observations/10564762,,124391,BRY
Plagiomnium insigne,(Mitt.) T.J. Kop.,,badge moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,,Plagiomnium,native,S4S5,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2014-09-27,Andrew Simon,http://www.inaturalist.org/observations/2632416,,122705,BRY
Plagiomnium venustum,(Mitt.) T.J. Kop.,,magnificent moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,,Plagiomnium,native,S4S5 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2663660,,126179,BRY
Rhizomnium glabrescens,(Kindb.) T.J. Kop.,,fan moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,,Rhizomnium,native,S4S5,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2015-03-04,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2568990,,85421,BRY
Cynodontium jenneri,(Schimper) Stirton,,Jenner's dog-tooth moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Cynodontium,native,S4S5 (2011),new 2017,observed,,,,,,2017-03-04,Andrew Simon,https://www.inaturalist.org/observations/22644351,,161409,BRY
Dichodontium pellucidum,(Hedw.) Schimp.,,transparent fork-moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Dichodontium,native,S5 (2015),new 2019,observed,,,,,,2019-03-17,Andrew Simon,https://www.inaturalist.org/observations/21350313,,161820,BRY
Dicranum fuscescens,Turner,,dusky forkmoss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Dicranum,native,S5 (2015) *listed subtaxa in BC,confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-09-27,Andrew Simon,http://www.inaturalist.org/observations/2632495,,123177,BRY
Dicranum howellii,Renauld & Cardot,,Howell’s forkmoss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Dicranum,native,S4S5 (2011),new 2016,observed,,,,,,2016-10-23,Andrew Simon,https://www.inaturalist.org/observations/4850005,,161860,BRY
Dicranum polysetum,Sw.,,wavy-leaved moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Dicranum,native,S5? (2015),reported,unobserved,2000-06-12,Hans Roemer,ER 128 Inventory,,,,,,,161868,BRY
Dicranum scoparium,Hedw.,,broom moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Dicranum,native,S5 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-21,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2608937,,123134,BRY
Dicranum tauricum,Sapjegin,,fragile forkmoss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,Dicranum,native,S5 (2015),confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2016-04-01,Andrew Simon,https://www.inaturalist.org/observations/4849361,,161872,BRY
Ceratodon purpureus,(Hedw.) Brid.,,fire moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Ditrichaceae,,,Ceratodon,native,S5,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2013-03-22,Ryan Batten,https://www.inaturalist.org/observations/9142296,,123117,BRY
Pleuridium acuminatum,Lindb.,,awl-leaved earthmoss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Ditrichaceae,,,Pleuridium,native,SU (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",https://www.inaturalist.org/observations/10564444,,127427,BRY
Hymenoloma crispulum,(Hedw.) Ochyra,,mountain pincushion,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Hymenolomataceae,,,Hymenoloma,native,S4S5 (2015),confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-04-04,Andrew Simon,http://www.inaturalist.org/observations/2567328,,154135,BRY
Dicranoweisia cirrata,(Hedw.) Lindb.,,common pincushion,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Rhabdoweisiaceae,,,Dicranoweisia,native,S3S4 (2015),confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-02-22,Andrew Simon,http://www.inaturalist.org/observations/2566285,,67949,BRY
Fissidens bryoides,Hedw.,,lesser pocket-moss,Plantae,Bryophyta,,,Bryopsida,,,Fissidentales,,,Fissidentaceae,,,Fissidens,native,S4S5 (2011),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-25,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2573883,,124421,BRY
Fissidens crispus,Sull.,,Herzog’s pocket-moss,Plantae,Bryophyta,,,Bryopsida,,,Fissidentales,,,Fissidentaceae,,,Fissidens,native,S3S4 (2015),confirmed,observed,1962-06-03,Wilfred B. Schofield & F. M. Boas,UBC,B38500,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",https://www.inaturalist.org/observations/10671934,Reported as syn. Fissidens limbatus,67883,BRY
Entosthodon muhlenbergii,(Turner) Fife,,Muhlenberg’s cord-moss,Plantae,Bryophyta,,,Bryopsida,,,Funariales,,,Funariaceae,,,Entosthodon,native,S3? (2011),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2013-03-22,Ryan Batten,https://www.inaturalist.org/observations/9142562,,917753,BRY
Funaria hygrometrica,Hedw.,,common cord-moss,Plantae,Bryophyta,,,Bryopsida,,,Funariales,,,Funariaceae,,,Funaria,native,S4S5 (2015),new 2018,observed,,,,,,2018-03-09,Andrew Simon,https://www.inaturalist.org/observations/10169600,,120000,BRY
Tetraplodon mnioides,(Sw. ex Hedw.) Bruch & Schimp,,slender cruet-moss,Plantae,Bryophyta,,,Bryopsida,,,Funariales,,,Splachnaceae,,,Tetraplodon,native,S4 (2015),new 2013,observed,,,,,,2013-03-22,Ryan Batten,https://www.inaturalist.org/observations/9142637,,133496,BRY
Bucklandiella occidentalis,(Renauld & Cardot) Bednarek-Ochyra & Ochyra,,western rockmoss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Bucklandiella,native,S4S5 (2015),reported,unobserved,1974-04-21,Wilfred B. Schofield,UBC,B45921,,,,,check this specimen,,BRY
Grimmia cf montana,Bruch & Schimp.,,montane dry rock moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,native,S3S4 (2011),reported,unobserved,2010-04-17,Kent Brothers,VMS,,,,,,,154180,BRY
Grimmia leibergii,Paris,,Leiberg’s Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,native,S2S3 (2015),confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-03-21,Lauren Magner & Andrew Simon,http://inaturalist.ca/observations/2605709,,163390,BRY
Grimmia lisae,De Not.,,rockmoss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,native,SU (2015),new 2015,observed,,,,,,2015-08-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3734915,,163391,BRY
Grimmia pulvinata,(Hedw.) Sm.,,grey-cushioned Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,native,S4S5 (2015),confirmed,observed,1962-06-04,Wilfred B. Schofield,UBC,B113701,,2016-12-22,Andrew Simon,https://www.inaturalist.org/observations/4837303,,56117,BRY
Grimmia ramondii,(Lam. & DC.) Margad.,,spreading-leaved Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,native,S4S5 (2011),new 2021,observed,,,,,,2021-06-12,Dan Tucker & Andrew Simon,https://www.inaturalist.org/observations/82929629,,338191,BRY
Grimmia trichophylla,Grev.,,hair-pointed Grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,native,S4S5 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-04-02,Andrew Simon,https://www.inaturalist.org/observations/5551251,,163406,BRY
Racomitrium aciculare,,,yellow fringe-moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Codriophorus,native,S4S5 (2015),new 2018,observed,,,,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",https://www.inaturalist.org/observations/13879692,,,BRY
Racomitrium affine,,,lesser fringe-moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Bucklandiella,native,S2S3 (2015),reported,unobserved,1962-06-04,Frank M. Boas & Wilfred B. Schofield,WTU,B-036060,,,,,,,BRY
Racomitrium elongatum,,,long fringe-moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Niphotrichum,native,S4S5,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-21,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2608522,,,BRY
