Common name,Taxon name,Date observed,Description,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time
orange zoanthid,Epizoanthus scotinus,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
orange cup coral,Balanophyllia elegans,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
coarse sea fir hydroids,Abietinaria spp.,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
glassy plume hydroid,Plumularia setacea,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
solitary pink-mouth hydroid,Pinauay marina,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
gregarious jellyfish,Clytia gregaria,1981-05-31T16:10:00,sp.,Collinson Reef,48.86167,-123.34333,,open,55,40
sea gooseberry,Pleurobrachia bachei,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
white-crown calcareous tubeworm,Protula pacifica,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
red-trumpet calcareous tubeworm,Serpula columbiana,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
fringed filament-worm,Dodecaceria fewkesi,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
twin-eyed feather duster,Megalomma sp.,1981-05-31T16:10:00,gray and striped,Collinson Reef,48.86167,-123.34333,,open,55,40
northern staghorn bryozoan,Heteropora pacifica,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
transverse lamp shell,Laqueus vancouverensis,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
lined chiton,Tonicella lineata,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
mossy or hairy chiton,Mopalia sp.,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
giant Pacific chiton,Cryptochiton stelleri,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
pink scallop,Chlamys sp.,1981-05-31T16:10:00,with Myxilla/Mycale,Collinson Reef,48.86167,-123.34333,,open,55,40
giant rock scallop,Crassadoma gigantea,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
rock entodesma,Entodesma navicula,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
whitecap limpet,Acmaea mitra,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
northern abalone,Haliotis kamtschatkana,1981-05-31T16:10:00,young,Collinson Reef,48.86167,-123.34333,many,open,55,40
leafy hornmouth,Ceratostoma foliatum,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
wrinkled amphissa,Amphissa columbiana,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
Heath's dorid,Geitodoris heathi,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
Cooper's dorid,Aldisa cooperi,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
coonstripe shrimp,Pandalus danae,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
flattop crab,Petrolisthes eriomerus,1981-05-31T16:10:00,under rocks,Collinson Reef,48.86167,-123.34333,,open,55,40
hairy crab,Hapalogaster mertensii,1981-05-31T16:10:00,under rocks,Collinson Reef,48.86167,-123.34333,,open,55,40
mottled star,Evasterias troschelii,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
leather star,Dermasterias imbricata,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
ridged blood star,Henricia aspera aspera,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
daisy brittle star,Ophiopholis aculeata,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
green sea urchin,Strongylocentrotus droebachiensis,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
red sea cucumber,Cucumaria miniata,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
stiff-footed sea cucumber,Eupentacta quinquesemita,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
creeping pedal sea cucumber,Psolus chitonoides,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
glassy tunicate,Ascidia paratropa,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
broadbase tunicate,Cnemidocarpa finmarkiensis,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
mushroom compound tunicate,Distaplia occidentalis,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
mosshead warbonnet,Chirolophis nugator,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
copper rockfish,Sebastes caurinus,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
kelp greenling,Hexagrammos decagrammus,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
lingcod,Ophiodon elongatus,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
painted greenling,Oxylebius pictus,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
scalyhead sculpin,Artedius harringtoni,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
longfin sculpin,Jordania zonope,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
buffalo sculpin,Enophrys bison,1981-05-31T16:10:00,"12""",Collinson Reef,48.86167,-123.34333,1,open,55,40
grunt sculpin,Rhamphocottus richardsonii,1981-05-31T16:10:00,,Collinson Reef,48.86167,-123.34333,,open,55,40
sugar wrack kelp,Saccharina latissima,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
bull kelp,Nereocystis luetkeana,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
stalked vase sponge,Leucilla nuttingi,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
sulphur sponge,Myxilla lacunosa,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
red velvety sponge 1,Clathria pennata,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
short plumose anemone,Metridium senile,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
painted anemone,Urticina grebelnyi,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,very abundant,open,75,60
ostrich-plume hydroid,Aglaophenia spp.,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
coarse sea fir hydroids,Abietinaria spp.,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
glassy plume hydroid,Plumularia setacea,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
cross jellyfish,Mitrocoma cellularia,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
water jellies,Aequorea spp.,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
sea gooseberry,Pleurobrachia bachei,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
red-trumpet calcareous tubeworm,Serpula columbiana,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
fringed filament-worm,Dodecaceria fewkesi,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,abundant,open,75,60
Vancouver feather-duster,Eudistylia vancouveri,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,1,open,75,60
spiral bryozoan,Bugula californica,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
leaf crust bryozoan,Dendrobeania lichenoides,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
white tuft bryozoans,Crisia spp.,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
northern staghorn bryozoan,Heteropora pacifica,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
transverse lamp shell,Laqueus vancouverensis,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
lined chiton,Tonicella lineata,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
mossy or hairy chiton,Mopalia sp.,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
pink scallop,Chlamys sp.,1985-07-29T08:50:00,withMycale/Myxilla,Virago Point,49.00942,-123.58796,,open,75,60
giant rock scallop,Crassadoma gigantea,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
bladderclam,Mytilimeria nuttalli,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
rough keyhole limpet,Diodora aspera,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
leafy hornmouth,Ceratostoma foliatum,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
blue topsnail,Calliostoma ligatum,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
noble sea lemon,Doris nobilis,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
Monterey sea lemon,Doris montereyensis,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
yellow-rimmed nudibranch,Cadlina luteomarginata,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
Cooper's dorid,Aldisa cooperi,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
coonstripe shrimp,Pandalus danae,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
sharpnose crab,Scyra acutifrons,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
butterfly crab,Cryptolithodes typicus,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,2,open,75,60
Bering hermit,Pagurus beringanus,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
giant acorn barnacle,Balanus nubilus,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,very abundant,open,75,60
purple star or ochre star,Pisaster ochraceus,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
mottled star,Evasterias troschelii,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
rainbow star,Orthasterias koehleri,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
leather star,Dermasterias imbricata,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
slime star,Pteraster tesselatus,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
ridged blood star,Henricia aspera aspera,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
sunflower star,Pycnopodia helianthoides,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
morning sun star,Solaster dawsoni,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
striped sun star,Solaster stimpsoni,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
daisy brittle star,Ophiopholis aculeata,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
red sea urchin,Mesocentrotus franciscanus,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
green sea urchin,Strongylocentrotus droebachiensis,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
giant sea cucumber,Apostichopus californicus,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
red sea cucumber,Cucumaria miniata,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
stiff-footed sea cucumber,Eupentacta quinquesemita,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
creeping pedal sea cucumber,Psolus chitonoides,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
transparent tunicate,Corella willmeriana,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
broadbase tunicate,Cnemidocarpa finmarkiensis,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
warty tunicate,Pyura haustor,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
brown tunicate,Styela gibbsii,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
hairy tunicate,Boltenia villosa,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
orange social tunicate,Metandrocarpa taylori,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
yellow social tunicate,Perophora annectens,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
red ascidian,Aplidium solidum,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
Pacific white crust,Didemnum carnulentum,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,very abundant,open,75,60
Pacific herring,Clupea pallasii,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
blackeye goby,Rhinogobiops nicholsii,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
mosshead warbonnet,Chirolophis nugator,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
pile perch,Damalichthys vacca,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
striped seaperch,Embiotoca lateralis,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
shiner perch,Cymatogaster aggregata,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
copper rockfish,Sebastes caurinus,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
quillback rockfish,Sebastes maliger,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
tiger rockfish,Sebastes nigrocinctus,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
kelp greenling,Hexagrammos decagrammus,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
lingcod,Ophiodon elongatus,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,many,open,75,60
painted greenling,Oxylebius pictus,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
scalyhead sculpin,Artedius harringtoni,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
longfin sculpin,Jordania zonope,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,,open,75,60
cabezon,Scorpaenichthys marmoratus,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,3,open,75,60
red Irish lord,Hemilepidotus hemilepidotus,1985-07-29T08:50:00,,Virago Point,49.00942,-123.58796,1,open,75,60
stalked vase sponge,Leucilla nuttingi,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,many,open,70,55
tennis ball sponge,Craniella villosa,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,1,open,70,55
yellow boring sponge,Cliona californiana,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,few,open,70,55
peach ball sponge,Suberites concinnus,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
funnel sponge,Semisuberites cribrosa,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,some,open,70,55
sulphur sponge,Myxilla lacunosa,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
slippery rose sponge,Aplysilla sp. nov.,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
red velvety sponge 1,Clathria pennata,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
demo sponge,undetermined demo sponge,1985-12-07T13:05:00,off white encrusting sponge,Alcala Point,49.00167,-123.58833,,open,70,55
giant plumose anemone,Metridium farcimen,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,present,open,70,55
pink-tipped anemone,Anthopleura elegantissima,1985-12-07T13:05:00,shallow,Alcala Point,49.00167,-123.58833,abundant,open,70,55
orange cup coral,Balanophyllia elegans,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,abundant,open,70,55
orange soft coral,Alcyonium sp.?,1985-12-07T13:05:00,small,Alcala Point,49.00167,-123.58833,,open,70,55
orange sea pen,Ptilosarcus gurneyi,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
ostrich-plume hydroid,Aglaophenia spp.,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
fish-bone hydroid,Selaginopsis sp.,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
glassy plume hydroid,Plumularia setacea,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
wine-glass hydroids,Obelia spp.,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
hedge-hog hydroid,Clavactinia milleri,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,abundant,open,70,55
white hydroid,Similiclava nivea,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,abundant,open,70,55
red-trumpet calcareous tubeworm,Serpula columbiana,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,abundant,open,70,55
fringed filament-worm,Dodecaceria fewkesi,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,abundant,open,70,55
spiral bryozoan,Bugula californica,1985-12-07T13:05:00,elongate too,Alcala Point,49.00167,-123.58833,some,open,70,55
fan bryozoan,Dendrobeania murrayana,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
white tuft bryozoans,Crisia spp.,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
lattice-work bryozoan,Phidolopora pacifica,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
northern staghorn bryozoan,Heteropora pacifica,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
southern staghorn bryozoan,Diaperoforma californica,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
nodding heads,Barentsia sp.,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
transverse lamp shell,Laqueus vancouverensis,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,few,open,70,55
lined chiton,Tonicella lineata,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
mossy or hairy chiton,Mopalia sp.,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
giant Pacific chiton,Cryptochiton stelleri,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
pink scallop,Chlamys sp.,1985-12-07T13:05:00,with Mycale/Myxilla,Alcala Point,49.00167,-123.58833,,open,70,55
giant rock scallop,Crassadoma gigantea,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
green false-jingle,Pododesmus macrochisma,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
rock entodesma,Entodesma navicula,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
northern abalone,Haliotis kamtschatkana,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,1,open,70,55
wrinkled dogwinkle,Nucella lamellosa,1985-12-07T13:05:00,#NAME?,Alcala Point,49.00167,-123.58833,abundant,open,70,55
leafy hornmouth,Ceratostoma foliatum,1985-12-07T13:05:00,#NAME?,Alcala Point,49.00167,-123.58833,abundant,open,70,55
dire whelk,Lirabuccinum dirum,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,many,open,70,55
sandpaper trophon,Scabrotrophon maltzani,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,1,open,70,55
northern compact wormsnail,Vermetus compactus,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
Monterey sea lemon,Doris montereyensis,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
spotted leopard dorid,Diaulula odonoghuei,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,1,open,70,55
yellow-rimmed nudibranch,Cadlina luteomarginata,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
red sponge nudibranch,Rostanga pulchra,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,1,open,70,55
Cockerell's nudibranch,Limacia cockerelli,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,3,open,70,55
diamondback nudibranch,Tritonia festiva,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,1,open,70,55
red dendronotid,Dendronotus rufus,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,1,open,70,55
white-and-orange-tipped nudibranch,Janolus fuscus,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,abundant,open,70,55
red flabellina,Flabellina triophina,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,abundant,open,70,55
three-lined nudibranch,Flabellina trilineata,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,abundant,open,70,55
coonstripe shrimp,Pandalus danae,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,few,open,70,55
pygmy rock crab,Cancer oregonensis,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,few,open,70,55
sharpnose crab,Scyra acutifrons,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,abundant,open,70,55
heart crab,Phyllolithodes papillosus,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,1,open,70,55
Bering hermit,Pagurus beringanus,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,abundant,open,70,55
giant acorn barnacle,Balanus nubilus,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,abundant,open,70,55
giant pink star,Pisaster brevispinus,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,few,open,70,55
mottled star,Evasterias troschelii,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,abundant,open,70,55
rainbow star,Orthasterias koehleri,1985-12-07T13:05:00,,Alcala Point,49.00167,-123.58833,,open,70,55
